ward	name
1 - Siyambalapitiya	Muhandiram Ralalage Gamini Gunarathna Bandara
2 - Puwakdeniya	Pahalawithanalage Manjula Swarna Kumari Pahalawithana
3 - Kalugalla	Nishshanka Arachchilage Gnanawathi Manike
4 - Paranagampola	Gee Kiyannalage Dharmasena
5 - Ambanpitiya	Kankanam Pathirannahalage Dishantha Walgammana
6 - Paragammana	Yaddessalage Gihan Madhushanka
7 - Ekiriyagala	Ihalagedara Gayansi Wasana
8 - Karandupana	Kalu Arachchilage Samadhi Rasanjali Kaluarachchi
9 - Deewela	Rathnayaka Appuhamillage Somapala
10 - Hettimulla	Pandibandara Arachchillage Sunil Dissanayaka
11 - Makoora	Alkegama Thushara Alkegama
12 - Malavita	Weerakon Arachchige Nawarathna
13 - Hungampola	Kalu Arachchillage Janaka Rajapriya
14 - Meedeniya	Athugal Pedige Gamini Wijethilaka
15 - Alapalawala	Wickramage Weerasinghe
16 - Eregama	Herath Samarawickrama Prasad Kumar Gunathilaka
17 - Ungugoda	Biyagama Ranwalage Somalatha Gunarathmenike
18 - Bogala	Palpita Gamaralalage Shiran Ranga Chanaka Palpita
19 - Ganthuna	Pallegama Durayalage Dias Gnanasiri Arunathilaka
