ward	name
1 - julampitiya	Jasin Arachchige Amila Jayawardhana
2 -	Kithulagodage Inoka Kamal
3 -	Garusingha Arachchige Naleeka Widurangi
4 -	Palliya Gurugei Don Lakshman Chandraratna Abeywardana
5 -	Seethawaka Liyanage Priyantha Saman Kumara
6 -	Ellagiriya Gamage Dilshan Pradeepwarna
7 -	Rajapaksha Pathiranage Gunawardana
8 -	Gunasekara Arachchige Sumanawansha
8 -	Roopika Wijesingha
9 - bovala	Pallaththara Widana Gamage Sumanadasa
10 - Galahitiya	Jathunge Chandrasena Jayathunga
11 -	Malawala Arachchige Sunil
12 -	Wickramage Sanjeewa Peeris
13 - BEDIGAMA	Gamage Sugath Chaminda
14 - mulkirigala	Gala Gamage Dayasena
15 -	Ariyadasa Ekanayaka
16 -	Nakulu Gamuwa Gamage Sumudu
17 -	Dapadurage Dammika Priyantha Kumara
18 -	Kattadige Wilmat
19 -	Manathunge Gunaratna
20 -	Garusinghage Sumith Pushpa Kuamara
