ward	name
1 - Ralmaduwa	Abusali Mohamad Farsad
2 - Eluwankulam	Muhammadhu Saheedhu Muhammaddu Safrin
3 - Serakkuliya	Faris Mohamad Suwailim
4 - Karathivu South	Panikkar Ibrahim Raseera
5 - Karathivu	Mohamad Salifu Mohamad Sifan
6 - Mangalapura	Muhaiyadeen Pichchai Abdul Basith
7 - Wanathawilluwa	Mohamad Ibrahim Abdul Bakir
8 - Wijayapura	Mohamad Naseer Mohamad Hamdun
9 - Samagipura	Mohamadhu Niyas Ahamad Rusdhy
10 - Wattakandal	Rasheedhu Ramsin
11 - Milankulama	Mohaideen Pichchai Nalir
