ward	name
1 - Namalwatha	Aboobakar Mohamed Jabir
2 - Morawewa North	Naleer Mohamed Nafis
3 - Pankulam	Nawas Nilfar
4 - Nochchikulam	Abdul Azees Mofeedha Umma
4 - Nochchikulam	Kanaharatnam Pratheepan
5 - Mahadivulwewa Unit 2	Rafeek Nilfar
6 - Mahadivulwewa Unit 1 North	Disanayaka Budeyansalage Sanath Piyasantha Bandara
7 - Athabanthiwewa	Seneviratnage Samantha Seneviratna
8 - Rotawewa	Yakoob Thampi Jenerdeen
9 - Mahadivulwewa Unit 1 South	Disanayaka Mudiyanselage Anura Disanayaka
