ward	name
1 - Namalwatha	Faruk Mohamadu Asmeer
2 - Morawewa North	Liyana Arachchige Nimal Hemantha
3 - Pankulam	Samarathunga Liyanage Don Chandrakanthi Kumarihami
4 - Nochchikulam	Vigneshwaram Sathyasheelan
4 - Nochchikulam	Jasenthu Patabendige Ajith Roshan de Silva
5 - Mahadivulwewa Unit 2	Kaluperumage Dhanushka
6 - Mahadivulwewa Unit 1 North	Thilakasenage Prasad Madhushanka Thilakasena
7 - Athabanthiwewa	Seltange Nimantha Sandaruwan Dharmasiri
8 - Rotawewa	Suleiman Maharoof
9 - Mahadivulwewa Unit 1 South	Mandila Henegedara Dharmasena
