ward	name
1 - Dandeniya	Rajapaksha Mudiyanselage Jayasena
2 - Urugamuwa	Jayasinghage Deepika
3 - Walasgala	Ivon Thushanta Ambala Godelle Kodithuwakku
4 - Dandeniya South	Samatha Samarasekara Weerasooriya
5 - Rathmale	Ranasinghe Aythappulige Lal
6 - Balideniya	Thennakon Mudiyanselage Nelum Shamali Dayaratna
7 - Beliwaththa	Weerasooriya Arachchige Nuwan Prabath
8 - Kottagoda	Handhunneththi Ranuluge Piyasena
9 - Bambarenda	Punchihewage Dilakshi Pramisha
10 - Batheegama	Agampodi Nirmala Madubashini
11 - Waththegama	Somathilaka Samarasekara Weerasooriya
12 - Dickwella South	Meepege Udaya Keerthi
13 - Yonakapura	Wathiyage Chandrika Lakmini
14 - Wavurukannala	Kottagoda Liyanage Ishanka Lakmali
15 - Dodampahala West	Malawenna Guruge Ranmini Randitha
16 - Dodampahala East	Krishanthi Mangalika Punchihewa
