ward	name
1 - BADALGAMA	Satharasingha Arachchige Udaya Prema Kumara
2 - MELLAWAGEDARA	Pattivilage Jude Priyantha
3 - KOTADENIYAWA	Subhasingha Arachchilage Jayantha Priyadarshana Subhasingha
4 - NAWANA	Daranagama Arachchilage Lahiru Sajinthaka Daranagama
5 - HALPE	Neela Wathura Loku Bandalage Sujith Rohana Kumara
6 - KITHULWALA	Balasin Pedige Ranjith Kulasingha
7 - MADITHIYAWALA	Koswaththa Ralalage Sisira Hemantha Kumara
8 - WALPITA	Vithana Arachchige Don Bodhika Vithana Arachchi
9 - DELWAGURA	Undiyarala Arachchilage Chamara Sandaruwan
10 - GODIGAMUWA	Ranthati Pedige Rasika Priyadarshanie
11 - AKARAGAMA	Hetti Arachchige Sugath Priyantha
12 - PAHALA MADAMPELLA	Ruwan Pathirannahalage Don Krishan Indunil Prabhakara
13 - KONGODAMULLA WEST	Adhikarige Pradeep Nishantha Janappriya
14 -	Chakrawarthige Kalum Nishantha Fernando
15 - Kadawala	Pathiraja Mudalige Vidula Pathiraja
16 -	Nuwara Paksha Pedige Milton Jayapala
17 - Palliyapitiya	Samarasinghage Jagath Udaya Kumara
18 -	Senanayaka Appuhamillage Leel Anuruddha Senanayaka
19 -	Heeralu Arachchilage Ajitha Premalal
20 -	Gothatuwa Ralalage Dhanasekara
21 -	Jayasekara Hetti Arachchilage Gaminie Sarath Kumara
22 -	Edirisooriya Mudiyanselage Teshan Panduka Siri Edirisooriya
23 -	Mukeni Janaka Nishantha
24 -	Suraweera Arachchige Sriyani Mallika
25 -	Gamlath Ralalage Lalitha Kalyani Jayasingha
26 -	jayalath Chandana Ruwan Kumara
