ward	name
1 - Yatagara	Samarathungage Sanjaya Nuwan Samarathunga
2 - Yayinna	Gaspe Ralalages Susil Sisira Kumara
3 - Wellandura	Waduge Prem Sampath
4 - Atakalanpanna	Rammandige Nihal Pathma Kumara
5 - Nambuluwa	Hewa Arachchilage Kapila Kumarasiri
6 - Kalalella	Gallanahene Mohottalalage Anura Mohottala
7 - Madalagama	Udahagedara Manannalage Pulasthi Anuradha Udahagedara
8 - Endana	Don Subasinghe Krishantha
8 - Endana	Haduwalage Tharanga Lakmali
9 - Pannila	Manathunga Arachchige Jagath Shantha
