district_id	lg_id	ward_name	party_name	name
LK-11	LG-11001	12 - Dematagoda	1 - Independent Group 1	Mohommed Fahim Mohommed Imran
LK-11	LG-11001	12 - Dematagoda	1 - Independent Group 1	Upali Weliwaththa
LK-11	LG-11001	12 - Dematagoda	10 - Nawa Sama Samaja Party	Fransisku Hettige Mery Dilani Ishara Silva
LK-11	LG-11001	12 - Dematagoda	10 - Nawa Sama Samaja Party	Haja Mohideen Mohomad Rafeek
LK-11	LG-11001	12 - Dematagoda	10 - Nawa Sama Samaja Party	Kuppan Sansarani
LK-11	LG-11001	12 - Dematagoda	12 - United People's Party	Mohamed Aneefa Mohamed Yaseer
LK-11	LG-11001	12 - Dematagoda	12 - United People's Party	Velu Uthayachchanthiran
LK-11	LG-11001	12 - Dematagoda	12 - United People's Party	Wanigasekara Arachchige Priyanka Dilrukshi
LK-11	LG-11001	12 - Dematagoda	13 - National Democratic Front	Hewawasam Lokugamage Dilrukshika
LK-11	LG-11001	12 - Dematagoda	13 - National Democratic Front	Krishnaraj Sudakaran
LK-11	LG-11001	12 - Dematagoda	13 - National Democratic Front	Manivel Kanagesh Kumar
LK-11	LG-11001	12 - Dematagoda	14 - Sri Lanka Freedom Party	Mohammad Zaheed Mohammad kayeer
LK-11	LG-11001	12 - Dematagoda	14 - Sri Lanka Freedom Party	Mutuwa Hennadige Sunanda
LK-11	LG-11001	12 - Dematagoda	14 - Sri Lanka Freedom Party	Neyi Muhara Rasak
LK-11	LG-11001	12 - Dematagoda	15 - United National Party	Kosala Sampath Rosairo
LK-11	LG-11001	12 - Dematagoda	15 - United National Party	Malwalage Dayakantha Perera
LK-11	LG-11001	12 - Dematagoda	15 - United National Party	Sandanam Pichchei Nevil Melroy
LK-11	LG-11001	12 - Dematagoda	16 - Independent Group 3	Baba Krishan Wansajaya
LK-11	LG-11001	12 - Dematagoda	16 - Independent Group 3	Dhanushka Sanjaya Henrikas
LK-11	LG-11001	12 - Dematagoda	16 - Independent Group 3	Mohamed Sanun Mohamed Ali
LK-11	LG-11001	12 - Dematagoda	2 - Democratic Peoples Congress	Chandrika Kiriyella
LK-11	LG-11001	12 - Dematagoda	2 - Democratic Peoples Congress	Senaratne Chameera Roshan
LK-11	LG-11001	12 - Dematagoda	3 - Samagi Jana Balawegaya	Mohomed Riyaz Kapoor
LK-11	LG-11001	12 - Dematagoda	3 - Samagi Jana Balawegaya	Radini Pradeepkumar
LK-11	LG-11001	12 - Dematagoda	3 - Samagi Jana Balawegaya	Wickramasinghe Arachchige Upul Rohana Perera
LK-11	LG-11001	12 - Dematagoda	4 - United National Freedom Front	Anandan Dinesh
LK-11	LG-11001	12 - Dematagoda	4 - United National Freedom Front	Dissanayake Mudiyanselage Buddhi Priyankara Manju Sri
LK-11	LG-11001	12 - Dematagoda	4 - United National Freedom Front	Karunarathne Arachchige Duminda Prasad
LK-11	LG-11001	12 - Dematagoda	5 - Independent Group 2	Magammaddage Rohan Indika
LK-11	LG-11001	12 - Dematagoda	5 - Independent Group 2	Mohommed Meeran Mohommed Fais
LK-11	LG-11001	12 - Dematagoda	5 - Independent Group 2	Neyi Sithar Kareem Imthiaz
LK-11	LG-11001	12 - Dematagoda	6 - Jathika Jana Balawegaya	Mohommed Gouse Mohommed Sulfikar
LK-11	LG-11001	12 - Dematagoda	6 - Jathika Jana Balawegaya	Pahala Gallage Dilshan Prabhashwara
LK-11	LG-11001	12 - Dematagoda	6 - Jathika Jana Balawegaya	Siemenmeru Pathirana Isuru Lakmal
LK-11	LG-11001	12 - Dematagoda	7 - United Peace Alliance	Kamarkhan Mohamed Imran
LK-11	LG-11001	12 - Dematagoda	7 - United Peace Alliance	Muhammed Asar Muhammed Afthas
LK-11	LG-11001	12 - Dematagoda	7 - United Peace Alliance	Paththini Muhandiramlage Segu Abdul Kadar Kuthubdeen
LK-11	LG-11001	12 - Dematagoda	8 - Jana Setha Peramuna	B.I.G.Sanjeewa Priyadarshana
LK-11	LG-11001	12 - Dematagoda	8 - Jana Setha Peramuna	D.R.Maduwanthi Kumari
LK-11	LG-11001	12 - Dematagoda	8 - Jana Setha Peramuna	D.R.S.Iddamalgoda
LK-11	LG-11001	12 - Dematagoda	9 - Freedom Peoples Front	Mass Risha Nisam
LK-11	LG-11001	12 - Dematagoda	9 - Freedom Peoples Front	Sawmya Darshana Alawathuge
LK-11	LG-11001	12 - Dematagoda	9 - Freedom Peoples Front	Wathupita Nandalage Shantha Kumara
LK-11	LG-11001	13 - Maligawatte East	1 - Independent Group 1	Alagendra Acharige Kanthi
LK-11	LG-11001	13 - Maligawatte East	10 - Nawa Sama Samaja Party	Asan Sharuk Mohomad Rishat
LK-11	LG-11001	13 - Maligawatte East	12 - United People's Party	Mohamed Jaleel Mohamed Naseer
LK-11	LG-11001	13 - Maligawatte East	13 - National Democratic Front	Mohomed Sarif Asha Sharik
LK-11	LG-11001	13 - Maligawatte East	14 - Sri Lanka Freedom Party	Galabadage Arundhati Pushpakanti Jayasinghe
LK-11	LG-11001	13 - Maligawatte East	15 - United National Party	Mohamad Buhari Mohamad Suwar
LK-11	LG-11001	13 - Maligawatte East	16 - Independent Group 3	Meththasinha Arachchige Chandrarathna Dias Edirisooriyage Chandrarathna Dias
LK-11	LG-11001	13 - Maligawatte East	2 - Democratic Peoples Congress	S.Jayaraj
LK-11	LG-11001	13 - Maligawatte East	3 - Samagi Jana Balawegaya	Mohamed Saruk Mohamed Riza
LK-11	LG-11001	13 - Maligawatte East	4 - United National Freedom Front	Thuwan Ramsindin Thuwan Rifnas
LK-11	LG-11001	13 - Maligawatte East	5 - Independent Group 2	Mohommed Zarook Siththi Zameera
LK-11	LG-11001	13 - Maligawatte East	6 - Jathika Jana Balawegaya	Mohommed Kueildeen Mohommed Nisamdeen
LK-11	LG-11001	13 - Maligawatte East	7 - United Peace Alliance	Haniffa Mohamed Azhar
LK-11	LG-11001	13 - Maligawatte East	8 - Jana Setha Peramuna	M.W.Isuru Sampath
LK-11	LG-11001	13 - Maligawatte East	9 - Freedom Peoples Front	Ratnayake Mudiyansalage Samila Harsha
LK-11	LG-11001	14 -	1 - Independent Group 1	Badde Gamage Nirmala
LK-11	LG-11001	14 -	1 - Independent Group 1	Weliwaththage Sumith
LK-11	LG-11001	14 -	10 - Nawa Sama Samaja Party	Muhammadu Buhari Muhammadu Nazeer
LK-11	LG-11001	14 -	10 - Nawa Sama Samaja Party	Steve Sebestian Fernando
LK-11	LG-11001	14 -	11 - Socialist Party of Sri Lanka	mohomad Rumi Abdur Rahman
LK-11	LG-11001	14 -	12 - United People's Party	Palaniyandi Sivakumari
LK-11	LG-11001	14 -	12 - United People's Party	Selvathurai Sivasanmugarasa
LK-11	LG-11001	14 -	13 - National Democratic Front	Ramaswami Saraswathi
LK-11	LG-11001	14 -	13 - National Democratic Front	Walter Anthony Charles Praveen
LK-11	LG-11001	14 -	14 - Sri Lanka Freedom Party	Liyana Arachchige Ratnapala
LK-11	LG-11001	14 -	14 - Sri Lanka Freedom Party	Sirina Palage Ajantha Sanjeeva
LK-11	LG-11001	14 -	15 - United National Party	Abdhul Rahim Mohomad Safan
LK-11	LG-11001	14 -	15 - United National Party	Kapu Geekiyanage Kulathissa
LK-11	LG-11001	14 -	16 - Independent Group 3	Gangoda vithana Gamage Dhanaka Thushantha
LK-11	LG-11001	14 -	16 - Independent Group 3	Seiadu Abdul Kader Mohomed Nazeer
LK-11	LG-11001	14 -	2 - Democratic Peoples Congress	Subaramaniyam Madhavar
LK-11	LG-11001	14 -	2 - Democratic Peoples Congress	T.Sakthivel
LK-11	LG-11001	14 -	3 - Samagi Jana Balawegaya	Mohamed Sameer Sahabdeen
LK-11	LG-11001	14 -	3 - Samagi Jana Balawegaya	Thrimanna Hettige Thilina Prasad Chamikara
LK-11	LG-11001	14 -	4 - United National Freedom Front	Mohammed Najibdeen Mohammed Rajabdeen
LK-11	LG-11001	14 -	4 - United National Freedom Front	Thuwan Fareed Thuwan Nasleen
LK-11	LG-11001	14 -	5 - Independent Group 2	Mohommed Hussain Mansil
LK-11	LG-11001	14 -	5 - Independent Group 2	Mohommed Hussain Mansil Mohommed Safni
LK-11	LG-11001	14 -	6 - Jathika Jana Balawegaya	Anastesia Melani Gomez
LK-11	LG-11001	14 -	6 - Jathika Jana Balawegaya	Buddhika Asanka Morera
LK-11	LG-11001	14 -	7 - United Peace Alliance	Mohamed Nawas Mohomed Munawwar
LK-11	LG-11001	14 -	7 - United Peace Alliance	Mohamed Pradeep Cader
LK-11	LG-11001	14 -	8 - Jana Setha Peramuna	N.T.Navanjana Silva
LK-11	LG-11001	14 -	8 - Jana Setha Peramuna	Pushpanadan Sagayalli
LK-11	LG-11001	14 -	9 - Freedom Peoples Front	Athuraliya Vellala Pathiranage Nadeera Shihan
LK-11	LG-11001	14 -	9 - Freedom Peoples Front	Wijesinghe Archchige Hishan Buddika
LK-11	LG-11001	15 -	1 - Independent Group 1	Mohommed Hamid Hussein Rizvi
LK-11	LG-11001	15 -	10 - Nawa Sama Samaja Party	Lansage Somaweera Rathnasiri
LK-11	LG-11001	15 -	11 - Socialist Party of Sri Lanka	Mohomad Nayeem Mohomad Riyas
LK-11	LG-11001	15 -	12 - United People's Party	Weerasinghage Nilimini Priyangika Priyadarshani
LK-11	LG-11001	15 -	13 - National Democratic Front	Samikannu Roy Wasanth Kumara
LK-11	LG-11001	15 -	14 - Sri Lanka Freedom Party	Imaduwa Mudianselage Sujith Samaru Kumara
LK-11	LG-11001	15 -	15 - United National Party	Mohamad Rafideen Mohamad Insaf
LK-11	LG-11001	15 -	16 - Independent Group 3	Mohamed saheed Mohamed Haleem
LK-11	LG-11001	15 -	2 - Democratic Peoples Congress	S.Selvakumaran
LK-11	LG-11001	15 -	3 - Samagi Jana Balawegaya	Mohomed Hussain Mohomed Naufer
LK-11	LG-11001	15 -	4 - United National Freedom Front	Fausil Abdul Rahuman
LK-11	LG-11001	15 -	5 - Independent Group 2	Mohommed Hussain Rilvan Mohommed Insaf
LK-11	LG-11001	15 -	6 - Jathika Jana Balawegaya	Janangani Sriyalatha Hewapatha
LK-11	LG-11001	15 -	7 - United Peace Alliance	Salahudeen Mohamed Musammil
LK-11	LG-11001	15 -	8 - Jana Setha Peramuna	R.A.Lahiru Lakmal
LK-11	LG-11001	15 -	9 - Freedom Peoples Front	Salapadhoru Mudiyansalage Kasun Chamara
LK-11	LG-11001	16 -	1 - Independent Group 1	Dinesh Indika Gunarathna
LK-11	LG-11001	16 -	10 - Nawa Sama Samaja Party	Alagan Welusami
LK-11	LG-11001	16 -	11 - Socialist Party of Sri Lanka	Mohomad Haleem Mohomad Azeem
LK-11	LG-11001	16 -	12 - United People's Party	Rengasamy Jayasangar
LK-11	LG-11001	16 -	13 - National Democratic Front	Anithil Joseph
LK-11	LG-11001	16 -	14 - Sri Lanka Freedom Party	Heva Pathiranage Gihan Dhulakshana
LK-11	LG-11001	16 -	15 - United National Party	Amirjan Mohomad Masdi
LK-11	LG-11001	16 -	16 - Independent Group 3	Mohamed Suleiman Mohamed Iflar
LK-11	LG-11001	16 -	2 - Democratic Peoples Congress	Sidamparam Mangaleswaran
LK-11	LG-11001	16 -	3 - Samagi Jana Balawegaya	Ibrahim Mohomed Naushad
LK-11	LG-11001	16 -	4 - United National Freedom Front	Thuwan Riyasak Kunchir
LK-11	LG-11001	16 -	5 - Independent Group 2	Mohommed niyas Mohommed Nizwan
LK-11	LG-11001	16 -	6 - Jathika Jana Balawegaya	Mohommed Aslam Mohommed Sakir
LK-11	LG-11001	16 -	7 - United Peace Alliance	Mohomed Fakurdeen Mohomed Shekath
LK-11	LG-11001	16 -	8 - Jana Setha Peramuna	H.Damith Janz
LK-11	LG-11001	16 -	9 - Freedom Peoples Front	Omantha Mudhalige Don Saman Kithsiri
LK-11	LG-11001	17 -	1 - Independent Group 1	Upendra Gayathri Wikramarathna
LK-11	LG-11001	17 -	10 - Nawa Sama Samaja Party	Ganegoda Gamage Shirani Mangalika Perera
LK-11	LG-11001	17 -	11 - Socialist Party of Sri Lanka	Mohomad Zanith Ramin
LK-11	LG-11001	17 -	12 - United People's Party	Christi Anthanee
LK-11	LG-11001	17 -	13 - National Democratic Front	Karuppan Rajkumar
LK-11	LG-11001	17 -	14 - Sri Lanka Freedom Party	Nur Hamzia Junaid
LK-11	LG-11001	17 -	15 - United National Party	Mohamad Thulba Mohamad Ikbhal
LK-11	LG-11001	17 -	16 - Independent Group 3	Mohamad Farooq Mohamad Fasili
LK-11	LG-11001	17 -	2 - Democratic Peoples Congress	Anthony Joseph Fernando
LK-11	LG-11001	17 -	3 - Samagi Jana Balawegaya	Mohomed Najeem Mohomed Bafik
LK-11	LG-11001	17 -	4 - United National Freedom Front	Mohammed Nihar Nishath Ahmed
LK-11	LG-11001	17 -	5 - Independent Group 2	Mohommed Thajudeen Mohommed Rilwan
LK-11	LG-11001	17 -	6 - Jathika Jana Balawegaya	Muhammadu Ilyas Muhammadu Fausan
LK-11	LG-11001	17 -	7 - United Peace Alliance	Mohamed Gous Failaz
LK-11	LG-11001	17 -	8 - Jana Setha Peramuna	W.J.A.Shely Weerasingha
LK-11	LG-11001	17 -	9 - Freedom Peoples Front	Muththaiya Pathmanadhan
LK-11	LG-11001	18 -	1 - Independent Group 1	Henarath Mudiyanselage Nishantha
LK-11	LG-11001	18 -	10 - Nawa Sama Samaja Party	Thureisami Jeslin Mary
LK-11	LG-11001	18 -	12 - United People's Party	Selvarathnam Rajendran
LK-11	LG-11001	18 -	13 - National Democratic Front	Mosus Anita
LK-11	LG-11001	18 -	14 - Sri Lanka Freedom Party	Jude Winiston Fernando
LK-11	LG-11001	18 -	15 - United National Party	Vincent De Paul Prasanna Kumar
LK-11	LG-11001	18 -	16 - Independent Group 3	Kumaran Raveendran
LK-11	LG-11001	18 -	2 - Democratic Peoples Congress	A.J. Fernando
LK-11	LG-11001	18 -	3 - Samagi Jana Balawegaya	Arumugam Udayar Siva
LK-11	LG-11001	18 -	4 - United National Freedom Front	Manoharan Vinod
LK-11	LG-11001	18 -	5 - Independent Group 2	Mohommed Siddik Mohommed Shyam
LK-11	LG-11001	18 -	6 - Jathika Jana Balawegaya	Narayanapillei Sivanandaraja
LK-11	LG-11001	18 -	7 - United Peace Alliance	Mohamed Fawji Naizar
LK-11	LG-11001	18 -	8 - Jana Setha Peramuna	W.J.A.Prabath Weerasingha
LK-11	LG-11001	18 -	9 - Freedom Peoples Front	Ratnayaka Mudiyanselage Thushara Hemantha
LK-11	LG-11001	19 -	1 - Independent Group 1	Ranasingha Arachchige Nilanthi
LK-11	LG-11001	19 -	10 - Nawa Sama Samaja Party	Dhanapalan Yoganadhan
LK-11	LG-11001	19 -	12 - United People's Party	Kogulan Sri Krishnan
LK-11	LG-11001	19 -	13 - National Democratic Front	Ravichandran John Benadik
LK-11	LG-11001	19 -	14 - Sri Lanka Freedom Party	Arumugan Ponnalagei
LK-11	LG-11001	19 -	15 - United National Party	Mahathanthri Vidhanage Don Nilushi Sithari Perera
LK-11	LG-11001	19 -	16 - Independent Group 3	Muhammad Fazli Muhammad Usman
LK-11	LG-11001	19 -	2 - Democratic Peoples Congress	Eranthinam Ravindiran
LK-11	LG-11001	19 -	3 - Samagi Jana Balawegaya	Weerawardhana Pathirannahalage Anura Sujeewa Kumara
LK-11	LG-11001	19 -	4 - United National Freedom Front	Basnayake Mudiyanselage Iresha Nidirani Bandara
LK-11	LG-11001	19 -	5 - Independent Group 2	Mariyasusei Secili
LK-11	LG-11001	19 -	6 - Jathika Jana Balawegaya	Kumaravel Sri Pathmaraja
LK-11	LG-11001	19 -	7 - United Peace Alliance	Wallinayagam Sahayakumar Joyes
LK-11	LG-11001	19 -	8 - Jana Setha Peramuna	W.B.Anula Wijesingha
LK-11	LG-11001	19 -	9 - Freedom Peoples Front	Ratnayaka Mudiyanselage Sunil Jayaratne
LK-11	LG-11001	2 - mattakkuliya	1 - Independent Group 1	Antonies Niroshan Wallace
LK-11	LG-11001	2 - mattakkuliya	1 - Independent Group 1	Frank Adrian Isaac
LK-11	LG-11001	2 - mattakkuliya	1 - Independent Group 1	Royal Benedict Rooth Sapthika
LK-11	LG-11001	2 - mattakkuliya	10 - Nawa Sama Samaja Party	Jaganadan Puwaneshwari
LK-11	LG-11001	2 - mattakkuliya	10 - Nawa Sama Samaja Party	Mahendren Sineka
LK-11	LG-11001	2 - mattakkuliya	10 - Nawa Sama Samaja Party	Thambirasa Nadarasa
LK-11	LG-11001	2 - mattakkuliya	11 - Socialist Party of Sri Lanka	Balachandran Prasad
LK-11	LG-11001	2 - mattakkuliya	12 - United People's Party	Abdullah Lahir
LK-11	LG-11001	2 - mattakkuliya	12 - United People's Party	Ramasamy Devendran
LK-11	LG-11001	2 - mattakkuliya	12 - United People's Party	Susila Chandrakanthan
LK-11	LG-11001	2 - mattakkuliya	13 - National Democratic Front	Anthony Lurdu
LK-11	LG-11001	2 - mattakkuliya	13 - National Democratic Front	Palani Mutthu Annadurai
LK-11	LG-11001	2 - mattakkuliya	13 - National Democratic Front	Weeranarayana Mudalige Pradeep Fonseka
LK-11	LG-11001	2 - mattakkuliya	14 - Sri Lanka Freedom Party	Diluks Daleen
LK-11	LG-11001	2 - mattakkuliya	14 - Sri Lanka Freedom Party	Lurdu Jolision Fernando
LK-11	LG-11001	2 - mattakkuliya	14 - Sri Lanka Freedom Party	Sudirikku Hannedige Sumedha Maithripala
LK-11	LG-11001	2 - mattakkuliya	15 - United National Party	Biyanwilage Don Prasanna Rajapaksha
LK-11	LG-11001	2 - mattakkuliya	15 - United National Party	Mohomad Hashraf Khan
LK-11	LG-11001	2 - mattakkuliya	15 - United National Party	Raju Baskaran
LK-11	LG-11001	2 - mattakkuliya	16 - Independent Group 3	Kadiresan Krishna Kumar
LK-11	LG-11001	2 - mattakkuliya	16 - Independent Group 3	Mohamed Jefri Fathima Ruksana
LK-11	LG-11001	2 - mattakkuliya	16 - Independent Group 3	Wasana Dhilrukshi Abesekara
LK-11	LG-11001	2 - mattakkuliya	2 - Democratic Peoples Congress	Ramasamy Karunagaran
LK-11	LG-11001	2 - mattakkuliya	2 - Democratic Peoples Congress	Rengasamy Sivakumar
LK-11	LG-11001	2 - mattakkuliya	2 - Democratic Peoples Congress	Selladurai Rajendran
LK-11	LG-11001	2 - mattakkuliya	3 - Samagi Jana Balawegaya	Arumugan Sangralingan Kiritharan
LK-11	LG-11001	2 - mattakkuliya	3 - Samagi Jana Balawegaya	Mohomed Rasheed Laheer
LK-11	LG-11001	2 - mattakkuliya	3 - Samagi Jana Balawegaya	Piladuwa Madduma Bogahawattage Roy Nishantha
LK-11	LG-11001	2 - mattakkuliya	4 - United National Freedom Front	Jogger Morin Kanishta
LK-11	LG-11001	2 - mattakkuliya	4 - United National Freedom Front	Mohomad Siddhik Ali
LK-11	LG-11001	2 - mattakkuliya	4 - United National Freedom Front	Munisami Nageshwaran
LK-11	LG-11001	2 - mattakkuliya	5 - Independent Group 2	Gamage Prasanna Ranjan Kumara Rodrigo
LK-11	LG-11001	2 - mattakkuliya	5 - Independent Group 2	Gorakanage Mary Priyani Nirmali Peiris
LK-11	LG-11001	2 - mattakkuliya	5 - Independent Group 2	Joseph Michael Ferdinand
LK-11	LG-11001	2 - mattakkuliya	6 - Jathika Jana Balawegaya	Josheph Lawrens
LK-11	LG-11001	2 - mattakkuliya	6 - Jathika Jana Balawegaya	Kodikara Munasinghe Arachchige Sudeepa Chandana Perera
LK-11	LG-11001	2 - mattakkuliya	6 - Jathika Jana Balawegaya	Mohommed Rasik Mohommed Aslam
LK-11	LG-11001	2 - mattakkuliya	7 - United Peace Alliance	Abdul Mahid Mohamed Kair Zaman
LK-11	LG-11001	2 - mattakkuliya	7 - United Peace Alliance	Fazal Ahamed Mohamed Rishad
LK-11	LG-11001	2 - mattakkuliya	7 - United Peace Alliance	Nagoor Meera Mohamed Asmi
LK-11	LG-11001	2 - mattakkuliya	8 - Jana Setha Peramuna	K.L.D.Dayana Niroshani
LK-11	LG-11001	2 - mattakkuliya	8 - Jana Setha Peramuna	P.K.A.Shantha Perera
LK-11	LG-11001	2 - mattakkuliya	8 - Jana Setha Peramuna	P.M.Sunitha Perera
LK-11	LG-11001	2 - mattakkuliya	9 - Freedom Peoples Front	Karunaratne Pathiranage Sujani Rathnayaka
LK-11	LG-11001	2 - mattakkuliya	9 - Freedom Peoples Front	Liyanage Sidni Dinal Sriyantha Silva
LK-11	LG-11001	2 - mattakkuliya	9 - Freedom Peoples Front	Ransembuge Roshan Pradeep Fonseka
LK-11	LG-11001	20 -	1 - Independent Group 1	Kongahawaththage Sumith Sujeewa
LK-11	LG-11001	20 -	10 - Nawa Sama Samaja Party	Jeinudeen Mohomad Sharuk
LK-11	LG-11001	20 -	11 - Socialist Party of Sri Lanka	Jeinul Abdeen Mohomad Naufer
LK-11	LG-11001	20 -	12 - United People's Party	Benthota Malavi Arachchige Sudath Dhammika
LK-11	LG-11001	20 -	13 - National Democratic Front	Marthith Niluka Sudarshani
LK-11	LG-11001	20 -	14 - Sri Lanka Freedom Party	Munagama Arachchige Dona Nirosha Jayangani Perera
LK-11	LG-11001	20 -	15 - United National Party	Mohamad Siyad Mohamad Musni
LK-11	LG-11001	20 -	16 - Independent Group 3	Faleel Siththi Azeeza
LK-11	LG-11001	20 -	2 - Democratic Peoples Congress	Mohamed Bazeer Amal Pandi
LK-11	LG-11001	20 -	3 - Samagi Jana Balawegaya	NoorDeen Mohomed Thajudeen
LK-11	LG-11001	20 -	4 - United National Freedom Front	Mohammed Nasar Mohammed Waseem
LK-11	LG-11001	20 -	5 - Independent Group 2	Mohommed Nawas Mohommed Samsudeen
LK-11	LG-11001	20 -	6 - Jathika Jana Balawegaya	Mohommed Faiser Salaudeen
LK-11	LG-11001	20 -	7 - United Peace Alliance	Mohomed Nazeem Naim
LK-11	LG-11001	20 -	8 - Jana Setha Peramuna	Manannalage Piyadasa
LK-11	LG-11001	20 -	9 - Freedom Peoples Front	Madampe Hewage Muruga Ananda
LK-11	LG-11001	21 -	1 - Independent Group 1	Maha Wannige Bandula Ranaweera
LK-11	LG-11001	21 -	10 - Nawa Sama Samaja Party	Janagan Pahalon
LK-11	LG-11001	21 -	12 - United People's Party	Eeswaramoorthy Gunasekaram
LK-11	LG-11001	21 -	13 - National Democratic Front	Sandanam Mogandas
LK-11	LG-11001	21 -	14 - Sri Lanka Freedom Party	Anthony Pannir Selvam
LK-11	LG-11001	21 -	15 - United National Party	Rathamba Ralalage Chandana Pushpakumara
LK-11	LG-11001	21 -	16 - Independent Group 3	Kulasuriyage Nadika Dananjali
LK-11	LG-11001	21 -	2 - Democratic Peoples Congress	Cader Mohideen Yusuf Izzadeen
LK-11	LG-11001	21 -	3 - Samagi Jana Balawegaya	Mohomed Anwar Mohomed Dilshan
LK-11	LG-11001	21 -	4 - United National Freedom Front	Kanagasekaran Sujee Kumar
LK-11	LG-11001	21 -	5 - Independent Group 2	Abdul Majeed Mohommed Risan
LK-11	LG-11001	21 -	6 - Jathika Jana Balawegaya	Nadeeeka Damayanthi Kapurubandara
LK-11	LG-11001	21 -	7 - United Peace Alliance	Sirasi Mohomad Rusthi
LK-11	LG-11001	21 -	8 - Jana Setha Peramuna	M.A.S.Mohomad Shaheed
