district_id	lg_id	ward_name	party_name	name
LK-11	LG-11001	1 -	1 - Independent Group 1	Wijeweera Kankanamalage Saranga Sajeewani Dahanayaka
LK-11	LG-11001	1 -	10 - Nawa Sama Samaja Party	Atulugamage Dilan Chinthaka
LK-11	LG-11001	1 -	12 - United People's Party	Dharmalingam Sri Kandeepan
LK-11	LG-11001	1 -	13 - National Democratic Front	Selvaraja Ramesh Ravishankar
LK-11	LG-11001	1 -	14 - Sri Lanka Freedom Party	Tarusha shehan kenee
LK-11	LG-11001	1 -	15 - United National Party	Pelena Pathiranalage Roshan Lakmal Dias
LK-11	LG-11001	1 -	16 - Independent Group 3	Abdul Rahuman Shek Mohideen
LK-11	LG-11001	1 -	2 - Democratic Peoples Congress	Mylvaganam Logeswari
LK-11	LG-11001	1 -	3 - Samagi Jana Balawegaya	Aluthgedara Chaminda
LK-11	LG-11001	1 -	4 - United National Freedom Front	Nishamdeen Madhu
LK-11	LG-11001	1 -	5 - Independent Group 2	Wijesingha Arachchige Jayaweera
LK-11	LG-11001	1 -	6 - Jathika Jana Balawegaya	Israwel Antoinette Rosanthi
LK-11	LG-11001	1 -	7 - United Peace Alliance	Abdul Wahid Mohamed Umair
LK-11	LG-11001	1 -	8 - Jana Setha Peramuna	M.Rejin Farina
LK-11	LG-11001	1 -	9 - Freedom Peoples Front	Indhika Ruwan Hewage
LK-11	LG-11001	10 -	1 - Independent Group 1	Warnakulasooriya Mahamuthugala Kankanamge Oshan Naveen Irosha
LK-11	LG-11001	10 -	10 - Nawa Sama Samaja Party	Premanadan Pramila
LK-11	LG-11001	10 -	11 - Socialist Party of Sri Lanka	Rajendran Suriyagandan
LK-11	LG-11001	10 -	12 - United People's Party	Sudharshini Sivasanmugaraja
LK-11	LG-11001	10 -	13 - National Democratic Front	Sandanam Michael Andrew
LK-11	LG-11001	10 -	14 - Sri Lanka Freedom Party	Hetti Arachchige Piyathissa
LK-11	LG-11001	10 -	15 - United National Party	Mohomad Husein Siddik Mohomad Ramsi
LK-11	LG-11001	10 -	16 - Independent Group 3	Hushen Faruk Mohamad Asmi
LK-11	LG-11001	10 -	2 - Democratic Peoples Congress	Sellaiah Yogeswari
LK-11	LG-11001	10 -	3 - Samagi Jana Balawegaya	Sulaiman Rafaideen Mohomed Rizwan
LK-11	LG-11001	10 -	4 - United National Freedom Front	Sasmitha Ilancheliyan
LK-11	LG-11001	10 -	5 - Independent Group 2	Imadudeen Mohommed Khalid
LK-11	LG-11001	10 -	6 - Jathika Jana Balawegaya	Ahamed Meera Mohommed Jawfar
LK-11	LG-11001	10 -	7 - United Peace Alliance	Mohamed Nazeer Mohamed Sulaiman
LK-11	LG-11001	10 -	8 - Jana Setha Peramuna	N.U.Madubashini Franando
LK-11	LG-11001	10 -	9 - Freedom Peoples Front	Kolon Arachchige Badrawathi Perara
LK-11	LG-11001	11 -	1 - Independent Group 1	Hapange Mangala
LK-11	LG-11001	11 -	10 - Nawa Sama Samaja Party	Anandi Nadarasa
LK-11	LG-11001	11 -	11 - Socialist Party of Sri Lanka	Mohomad Abdul Cadeer
LK-11	LG-11001	11 -	12 - United People's Party	Balakrishnan Hema
LK-11	LG-11001	11 -	13 - National Democratic Front	Anushiya Steepan
LK-11	LG-11001	11 -	14 - Sri Lanka Freedom Party	Thanuja Daminda Ilukkumbura
LK-11	LG-11001	11 -	15 - United National Party	Pushparathnam Sudarshan
LK-11	LG-11001	11 -	16 - Independent Group 3	Mohamed Sali Mohamed Jaruk
LK-11	LG-11001	11 -	2 - Democratic Peoples Congress	Karuppaiah Wijayasundharan
LK-11	LG-11001	11 -	3 - Samagi Jana Balawegaya	Eduksooriyage Don Ajith Sri Perera
LK-11	LG-11001	11 -	4 - United National Freedom Front	Rathnasodhi Mayilvaganam
LK-11	LG-11001	11 -	5 - Independent Group 2	Hirabathgoda Lokuliyanage Kusuma Ranjani
LK-11	LG-11001	11 -	6 - Jathika Jana Balawegaya	Abdul Gafar Ahamed Arafath
LK-11	LG-11001	11 -	7 - United Peace Alliance	Mohamed Fareed Mohamed Fasir
LK-11	LG-11001	11 -	8 - Jana Setha Peramuna	Thangaiya Vijekumar
LK-11	LG-11001	11 -	9 - Freedom Peoples Front	Kapugeekiyanage Gayan Indrawangsha Kulasena
LK-11	LG-11001	12 - Dematagoda	1 - Independent Group 1	Mataraba Kanaththa Gamage Sumila Piyadarshani
