district_id	district_name	lg_id	lg_name	ward_num	ward_name
LK-11	Colombo	LG-11001	Colombo MC	1	
LK-11	Colombo	LG-11001	Colombo MC	3	
LK-11	Colombo	LG-11001	Colombo MC	10	
LK-11	Colombo	LG-11001	Colombo MC	11	
LK-11	Colombo	LG-11001	Colombo MC	14	
LK-11	Colombo	LG-11001	Colombo MC	15	
LK-11	Colombo	LG-11001	Colombo MC	16	
LK-11	Colombo	LG-11001	Colombo MC	17	
LK-11	Colombo	LG-11001	Colombo MC	18	
LK-11	Colombo	LG-11001	Colombo MC	19	
LK-11	Colombo	LG-11001	Colombo MC	20	
LK-11	Colombo	LG-11001	Colombo MC	21	
LK-11	Colombo	LG-11001	Colombo MC	22	
LK-11	Colombo	LG-11001	Colombo MC	23	
LK-11	Colombo	LG-11001	Colombo MC	24	
LK-11	Colombo	LG-11001	Colombo MC	26	
LK-11	Colombo	LG-11001	Colombo MC	34	
LK-11	Colombo	LG-11001	Colombo MC	35	
LK-11	Colombo	LG-11001	Colombo MC	41	
LK-11	Colombo	LG-11001	Colombo MC	46	
LK-11	Colombo	LG-11001	Colombo MC	47	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	1	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	2	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	3	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	4	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	5	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	6	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	7	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	8	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	9	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	10	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	14	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	25	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	26	
LK-11	Colombo	LG-11010	Dehiwala Mt.Lavinia MC	27	
LK-12	Gampaha	LG-12001	Negombo MC	1	
LK-12	Gampaha	LG-12001	Negombo MC	2	
LK-12	Gampaha	LG-12001	Negombo MC	3	
LK-12	Gampaha	LG-12001	Negombo MC	4	
LK-12	Gampaha	LG-12001	Negombo MC	5	
LK-12	Gampaha	LG-12001	Negombo MC	6	
LK-12	Gampaha	LG-12001	Negombo MC	7	
LK-12	Gampaha	LG-12001	Negombo MC	8	
LK-12	Gampaha	LG-12001	Negombo MC	9	
LK-12	Gampaha	LG-12001	Negombo MC	10	
LK-12	Gampaha	LG-12001	Negombo MC	11	
LK-12	Gampaha	LG-12001	Negombo MC	12	
LK-12	Gampaha	LG-12001	Negombo MC	13	
LK-12	Gampaha	LG-12001	Negombo MC	14	
LK-12	Gampaha	LG-12001	Negombo MC	15	
LK-12	Gampaha	LG-12001	Negombo MC	16	
LK-12	Gampaha	LG-12001	Negombo MC	17	
LK-12	Gampaha	LG-12001	Negombo MC	18	
LK-12	Gampaha	LG-12001	Negombo MC	19	
LK-12	Gampaha	LG-12001	Negombo MC	20	
LK-12	Gampaha	LG-12001	Negombo MC	21	
LK-12	Gampaha	LG-12001	Negombo MC	22	
LK-12	Gampaha	LG-12001	Negombo MC	23	
LK-12	Gampaha	LG-12001	Negombo MC	24	
LK-12	Gampaha	LG-12001	Negombo MC	25	
LK-12	Gampaha	LG-12001	Negombo MC	26	
LK-12	Gampaha	LG-12001	Negombo MC	27	
