district_id	district_name	lg_id	lg_name	ward_num	ward_name
LK-12	Gampaha	LG-12001	Negombo MC	28	
LK-12	Gampaha	LG-12001	Negombo MC	29	
LK-12	Gampaha	LG-12002	Katana PS	1	
LK-12	Gampaha	LG-12002	Katana PS	2	
LK-12	Gampaha	LG-12002	Katana PS	3	
LK-12	Gampaha	LG-12002	Katana PS	4	
LK-12	Gampaha	LG-12002	Katana PS	5	
LK-12	Gampaha	LG-12002	Katana PS	6	
LK-12	Gampaha	LG-12002	Katana PS	7	
LK-12	Gampaha	LG-12002	Katana PS	8	
LK-12	Gampaha	LG-12002	Katana PS	9	
LK-12	Gampaha	LG-12002	Katana PS	10	
LK-12	Gampaha	LG-12002	Katana PS	11	
LK-12	Gampaha	LG-12002	Katana PS	12	
LK-12	Gampaha	LG-12002	Katana PS	13	
LK-12	Gampaha	LG-12002	Katana PS	14	
LK-12	Gampaha	LG-12002	Katana PS	15	
LK-12	Gampaha	LG-12002	Katana PS	16	
LK-12	Gampaha	LG-12002	Katana PS	17	
LK-12	Gampaha	LG-12002	Katana PS	18	
LK-12	Gampaha	LG-12002	Katana PS	19	
LK-12	Gampaha	LG-12002	Katana PS	20	
LK-12	Gampaha	LG-12002	Katana PS	21	
LK-12	Gampaha	LG-12002	Katana PS	22	
LK-12	Gampaha	LG-12002	Katana PS	23	
LK-12	Gampaha	LG-12002	Katana PS	24	
LK-12	Gampaha	LG-12003	Katunayaka-Seeduwa UC	1	
LK-12	Gampaha	LG-12003	Katunayaka-Seeduwa UC	2	
LK-12	Gampaha	LG-12003	Katunayaka-Seeduwa UC	3	
LK-12	Gampaha	LG-12003	Katunayaka-Seeduwa UC	5	
LK-12	Gampaha	LG-12003	Katunayaka-Seeduwa UC	7	
LK-12	Gampaha	LG-12004	Divulapitiya PS	14	
LK-12	Gampaha	LG-12004	Divulapitiya PS	16	
LK-12	Gampaha	LG-12004	Divulapitiya PS	18	
LK-12	Gampaha	LG-12004	Divulapitiya PS	19	
LK-12	Gampaha	LG-12004	Divulapitiya PS	20	
LK-12	Gampaha	LG-12004	Divulapitiya PS	21	
LK-12	Gampaha	LG-12004	Divulapitiya PS	22	
LK-12	Gampaha	LG-12004	Divulapitiya PS	23	
LK-12	Gampaha	LG-12004	Divulapitiya PS	24	
LK-12	Gampaha	LG-12004	Divulapitiya PS	25	
LK-12	Gampaha	LG-12004	Divulapitiya PS	26	
LK-12	Gampaha	LG-12005	Mirigama PS	1	
LK-12	Gampaha	LG-12005	Mirigama PS	2	
LK-12	Gampaha	LG-12005	Mirigama PS	3	
LK-12	Gampaha	LG-12005	Mirigama PS	4	
LK-12	Gampaha	LG-12005	Mirigama PS	5	
LK-12	Gampaha	LG-12005	Mirigama PS	6	
LK-12	Gampaha	LG-12005	Mirigama PS	7	
LK-12	Gampaha	LG-12005	Mirigama PS	8	
LK-12	Gampaha	LG-12005	Mirigama PS	9	
LK-12	Gampaha	LG-12005	Mirigama PS	10	
LK-12	Gampaha	LG-12005	Mirigama PS	11	
LK-12	Gampaha	LG-12005	Mirigama PS	12	
LK-12	Gampaha	LG-12005	Mirigama PS	13	
LK-12	Gampaha	LG-12005	Mirigama PS	14	
LK-12	Gampaha	LG-12005	Mirigama PS	15	
LK-12	Gampaha	LG-12005	Mirigama PS	16	
LK-12	Gampaha	LG-12005	Mirigama PS	17	
LK-12	Gampaha	LG-12005	Mirigama PS	18	
LK-12	Gampaha	LG-12005	Mirigama PS	19	
LK-12	Gampaha	LG-12005	Mirigama PS	20	
LK-12	Gampaha	LG-12005	Mirigama PS	21	
LK-12	Gampaha	LG-12005	Mirigama PS	22	
LK-12	Gampaha	LG-12005	Mirigama PS	23	
LK-12	Gampaha	LG-12005	Mirigama PS	24	
LK-12	Gampaha	LG-12005	Mirigama PS	25	
LK-12	Gampaha	LG-12005	Mirigama PS	26	
LK-12	Gampaha	LG-12005	Mirigama PS	27	
LK-12	Gampaha	LG-12005	Mirigama PS	28	
LK-12	Gampaha	LG-12005	Mirigama PS	29	
LK-12	Gampaha	LG-12006	Minuwangoda PS	1	
LK-12	Gampaha	LG-12006	Minuwangoda PS	2	
LK-12	Gampaha	LG-12006	Minuwangoda PS	3	
LK-12	Gampaha	LG-12006	Minuwangoda PS	4	
LK-12	Gampaha	LG-12006	Minuwangoda PS	5	
LK-12	Gampaha	LG-12006	Minuwangoda PS	6	
LK-12	Gampaha	LG-12006	Minuwangoda PS	7	
LK-12	Gampaha	LG-12006	Minuwangoda PS	8	
LK-12	Gampaha	LG-12006	Minuwangoda PS	9	
LK-12	Gampaha	LG-12006	Minuwangoda PS	10	
LK-12	Gampaha	LG-12006	Minuwangoda PS	11	
LK-12	Gampaha	LG-12006	Minuwangoda PS	12	
LK-12	Gampaha	LG-12006	Minuwangoda PS	13	
LK-12	Gampaha	LG-12006	Minuwangoda PS	14	
LK-12	Gampaha	LG-12006	Minuwangoda PS	15	
LK-12	Gampaha	LG-12006	Minuwangoda PS	16	
LK-12	Gampaha	LG-12006	Minuwangoda PS	17	
LK-12	Gampaha	LG-12006	Minuwangoda PS	18	
LK-12	Gampaha	LG-12006	Minuwangoda PS	19	
LK-12	Gampaha	LG-12006	Minuwangoda PS	20	
LK-12	Gampaha	LG-12006	Minuwangoda PS	21	
LK-12	Gampaha	LG-12006	Minuwangoda PS	22	
LK-12	Gampaha	LG-12006	Minuwangoda PS	23	
LK-12	Gampaha	LG-12006	Minuwangoda PS	24	
LK-12	Gampaha	LG-12006	Minuwangoda PS	25	
LK-12	Gampaha	LG-12006	Minuwangoda PS	26	
LK-12	Gampaha	LG-12006	Minuwangoda PS	27	
LK-12	Gampaha	LG-12006	Minuwangoda PS	28	
LK-12	Gampaha	LG-12008	Wattala PS	1	
LK-12	Gampaha	LG-12008	Wattala PS	2	
LK-12	Gampaha	LG-12008	Wattala PS	3	
LK-12	Gampaha	LG-12008	Wattala PS	4	
LK-12	Gampaha	LG-12008	Wattala PS	5	
LK-12	Gampaha	LG-12008	Wattala PS	6	
LK-12	Gampaha	LG-12008	Wattala PS	7	
LK-12	Gampaha	LG-12008	Wattala PS	8	
LK-12	Gampaha	LG-12008	Wattala PS	9	
LK-12	Gampaha	LG-12008	Wattala PS	10	
LK-12	Gampaha	LG-12008	Wattala PS	11	
LK-12	Gampaha	LG-12008	Wattala PS	12	
LK-12	Gampaha	LG-12008	Wattala PS	13	
LK-12	Gampaha	LG-12008	Wattala PS	14	
LK-12	Gampaha	LG-12008	Wattala PS	15	
LK-12	Gampaha	LG-12008	Wattala PS	16	
LK-12	Gampaha	LG-12008	Wattala PS	17	
LK-12	Gampaha	LG-12008	Wattala PS	18	
LK-12	Gampaha	LG-12008	Wattala PS	19	
LK-12	Gampaha	LG-12008	Wattala PS	20	
LK-12	Gampaha	LG-12008	Wattala PS	21	
LK-12	Gampaha	LG-12009	Wattala-Mabola UC	3	
LK-12	Gampaha	LG-12009	Wattala-Mabola UC	4	
LK-12	Gampaha	LG-12009	Wattala-Mabola UC	5	
LK-12	Gampaha	LG-12009	Wattala-Mabola UC	6	
LK-12	Gampaha	LG-12010	Ja-Ela PS	1	
LK-12	Gampaha	LG-12010	Ja-Ela PS	2	
LK-12	Gampaha	LG-12010	Ja-Ela PS	3	
LK-12	Gampaha	LG-12010	Ja-Ela PS	4	
LK-12	Gampaha	LG-12010	Ja-Ela PS	7	
LK-12	Gampaha	LG-12010	Ja-Ela PS	9	
LK-12	Gampaha	LG-12010	Ja-Ela PS	10	
LK-12	Gampaha	LG-12010	Ja-Ela PS	15	
LK-12	Gampaha	LG-12010	Ja-Ela PS	16	
LK-12	Gampaha	LG-12010	Ja-Ela PS	17	
LK-12	Gampaha	LG-12010	Ja-Ela PS	19	
LK-12	Gampaha	LG-12010	Ja-Ela PS	20	
LK-12	Gampaha	LG-12010	Ja-Ela PS	22	
LK-12	Gampaha	LG-12010	Ja-Ela PS	23	
LK-12	Gampaha	LG-12010	Ja-Ela PS	24	
LK-12	Gampaha	LG-12010	Ja-Ela PS	25	
LK-12	Gampaha	LG-12011	Ja-Ela UC	3	
LK-12	Gampaha	LG-12011	Ja-Ela UC	4	
LK-12	Gampaha	LG-12011	Ja-Ela UC	6	
LK-12	Gampaha	LG-12011	Ja-Ela UC	7	
LK-12	Gampaha	LG-12011	Ja-Ela UC	8	
LK-12	Gampaha	LG-12011	Ja-Ela UC	9	
LK-12	Gampaha	LG-12012	Gampaha PS	1	
LK-12	Gampaha	LG-12012	Gampaha PS	2	
LK-12	Gampaha	LG-12012	Gampaha PS	3	
LK-12	Gampaha	LG-12012	Gampaha PS	4	
LK-12	Gampaha	LG-12012	Gampaha PS	5	
LK-12	Gampaha	LG-12012	Gampaha PS	6	
LK-12	Gampaha	LG-12012	Gampaha PS	7	
LK-12	Gampaha	LG-12012	Gampaha PS	8	
LK-12	Gampaha	LG-12012	Gampaha PS	9	
LK-12	Gampaha	LG-12012	Gampaha PS	10	
LK-12	Gampaha	LG-12012	Gampaha PS	11	
LK-12	Gampaha	LG-12012	Gampaha PS	12	
LK-12	Gampaha	LG-12012	Gampaha PS	13	
LK-12	Gampaha	LG-12012	Gampaha PS	14	
LK-12	Gampaha	LG-12012	Gampaha PS	15	
LK-12	Gampaha	LG-12012	Gampaha PS	16	
LK-12	Gampaha	LG-12012	Gampaha PS	17	
LK-12	Gampaha	LG-12012	Gampaha PS	18	
LK-12	Gampaha	LG-12012	Gampaha PS	19	
LK-12	Gampaha	LG-12012	Gampaha PS	20	
LK-12	Gampaha	LG-12012	Gampaha PS	21	
LK-12	Gampaha	LG-12012	Gampaha PS	22	
LK-12	Gampaha	LG-12013	Gampaha MC	1	
LK-12	Gampaha	LG-12013	Gampaha MC	2	
LK-12	Gampaha	LG-12013	Gampaha MC	3	
LK-12	Gampaha	LG-12013	Gampaha MC	4	
LK-12	Gampaha	LG-12013	Gampaha MC	5	
LK-12	Gampaha	LG-12013	Gampaha MC	6	
LK-12	Gampaha	LG-12013	Gampaha MC	7	
LK-12	Gampaha	LG-12013	Gampaha MC	8	
LK-12	Gampaha	LG-12013	Gampaha MC	9	
LK-12	Gampaha	LG-12013	Gampaha MC	10	
LK-12	Gampaha	LG-12013	Gampaha MC	11	
LK-12	Gampaha	LG-12013	Gampaha MC	12	
LK-12	Gampaha	LG-12013	Gampaha MC	13	
LK-12	Gampaha	LG-12013	Gampaha MC	14	
LK-12	Gampaha	LG-12013	Gampaha MC	15	
LK-12	Gampaha	LG-12013	Gampaha MC	16	
LK-12	Gampaha	LG-12013	Gampaha MC	17	
LK-12	Gampaha	LG-12014	Attanagalla PS	1	
LK-12	Gampaha	LG-12014	Attanagalla PS	2	
LK-12	Gampaha	LG-12014	Attanagalla PS	3	
LK-12	Gampaha	LG-12014	Attanagalla PS	4	
LK-12	Gampaha	LG-12014	Attanagalla PS	5	
LK-12	Gampaha	LG-12014	Attanagalla PS	6	
LK-12	Gampaha	LG-12014	Attanagalla PS	7	
LK-12	Gampaha	LG-12014	Attanagalla PS	8	
LK-12	Gampaha	LG-12014	Attanagalla PS	9	
LK-12	Gampaha	LG-12014	Attanagalla PS	10	
LK-12	Gampaha	LG-12014	Attanagalla PS	11	
LK-12	Gampaha	LG-12014	Attanagalla PS	12	
LK-12	Gampaha	LG-12014	Attanagalla PS	13	
LK-12	Gampaha	LG-12014	Attanagalla PS	14	
LK-12	Gampaha	LG-12014	Attanagalla PS	15	
LK-12	Gampaha	LG-12014	Attanagalla PS	16	
LK-12	Gampaha	LG-12014	Attanagalla PS	17	
LK-12	Gampaha	LG-12014	Attanagalla PS	18	
LK-12	Gampaha	LG-12014	Attanagalla PS	19	
LK-12	Gampaha	LG-12014	Attanagalla PS	20	
LK-12	Gampaha	LG-12014	Attanagalla PS	21	
LK-12	Gampaha	LG-12014	Attanagalla PS	22	
LK-12	Gampaha	LG-12014	Attanagalla PS	23	
LK-12	Gampaha	LG-12014	Attanagalla PS	24	
LK-12	Gampaha	LG-12014	Attanagalla PS	25	
LK-12	Gampaha	LG-12015	Dompe PS	1	
LK-12	Gampaha	LG-12015	Dompe PS	2	
LK-12	Gampaha	LG-12015	Dompe PS	3	
LK-12	Gampaha	LG-12015	Dompe PS	4	
LK-12	Gampaha	LG-12015	Dompe PS	5	
LK-12	Gampaha	LG-12015	Dompe PS	6	
LK-12	Gampaha	LG-12015	Dompe PS	7	
LK-12	Gampaha	LG-12015	Dompe PS	8	
LK-12	Gampaha	LG-12015	Dompe PS	9	
LK-12	Gampaha	LG-12015	Dompe PS	10	
LK-12	Gampaha	LG-12015	Dompe PS	11	
LK-12	Gampaha	LG-12015	Dompe PS	12	
LK-12	Gampaha	LG-12015	Dompe PS	13	
LK-12	Gampaha	LG-12015	Dompe PS	14	
LK-12	Gampaha	LG-12015	Dompe PS	15	
LK-12	Gampaha	LG-12015	Dompe PS	16	
LK-12	Gampaha	LG-12015	Dompe PS	17	
LK-12	Gampaha	LG-12015	Dompe PS	18	
LK-12	Gampaha	LG-12015	Dompe PS	19	
LK-12	Gampaha	LG-12015	Dompe PS	20	
LK-12	Gampaha	LG-12015	Dompe PS	21	
LK-12	Gampaha	LG-12015	Dompe PS	22	
LK-12	Gampaha	LG-12015	Dompe PS	23	
LK-12	Gampaha	LG-12015	Dompe PS	24	
LK-12	Gampaha	LG-12015	Dompe PS	25	
LK-12	Gampaha	LG-12016	Mahara PS	1	
LK-12	Gampaha	LG-12016	Mahara PS	2	
LK-12	Gampaha	LG-12016	Mahara PS	3	
LK-12	Gampaha	LG-12016	Mahara PS	4	
LK-12	Gampaha	LG-12016	Mahara PS	5	
LK-12	Gampaha	LG-12016	Mahara PS	6	
LK-12	Gampaha	LG-12016	Mahara PS	7	
LK-12	Gampaha	LG-12016	Mahara PS	8	
LK-12	Gampaha	LG-12016	Mahara PS	9	
LK-12	Gampaha	LG-12016	Mahara PS	10	
LK-12	Gampaha	LG-12016	Mahara PS	11	
LK-12	Gampaha	LG-12016	Mahara PS	12	
LK-12	Gampaha	LG-12016	Mahara PS	13	
LK-12	Gampaha	LG-12016	Mahara PS	14	
LK-12	Gampaha	LG-12016	Mahara PS	15	
LK-12	Gampaha	LG-12016	Mahara PS	16	
LK-12	Gampaha	LG-12016	Mahara PS	17	
LK-12	Gampaha	LG-12016	Mahara PS	18	
LK-12	Gampaha	LG-12016	Mahara PS	19	
LK-12	Gampaha	LG-12016	Mahara PS	20	
LK-12	Gampaha	LG-12016	Mahara PS	21	
LK-12	Gampaha	LG-12016	Mahara PS	22	
LK-12	Gampaha	LG-12016	Mahara PS	23	
LK-12	Gampaha	LG-12016	Mahara PS	24	
LK-12	Gampaha	LG-12016	Mahara PS	25	
LK-12	Gampaha	LG-12016	Mahara PS	26	
LK-12	Gampaha	LG-12016	Mahara PS	27	
LK-12	Gampaha	LG-12016	Mahara PS	28	
LK-12	Gampaha	LG-12016	Mahara PS	29	
LK-12	Gampaha	LG-12016	Mahara PS	30	
LK-12	Gampaha	LG-12016	Mahara PS	31	
LK-12	Gampaha	LG-12016	Mahara PS	32	
LK-12	Gampaha	LG-12019	Biyagama PS	1	
LK-12	Gampaha	LG-12019	Biyagama PS	2	
LK-12	Gampaha	LG-12019	Biyagama PS	3	
LK-12	Gampaha	LG-12019	Biyagama PS	4	
LK-12	Gampaha	LG-12019	Biyagama PS	5	
LK-12	Gampaha	LG-12019	Biyagama PS	6	
LK-12	Gampaha	LG-12019	Biyagama PS	7	
LK-12	Gampaha	LG-12019	Biyagama PS	8	
LK-12	Gampaha	LG-12019	Biyagama PS	9	
LK-12	Gampaha	LG-12019	Biyagama PS	10	
LK-12	Gampaha	LG-12019	Biyagama PS	11	
LK-12	Gampaha	LG-12019	Biyagama PS	12	
LK-12	Gampaha	LG-12019	Biyagama PS	13	
LK-12	Gampaha	LG-12019	Biyagama PS	14	
LK-12	Gampaha	LG-12019	Biyagama PS	15	
LK-12	Gampaha	LG-12019	Biyagama PS	16	
LK-12	Gampaha	LG-12019	Biyagama PS	17	
LK-12	Gampaha	LG-12019	Biyagama PS	18	
LK-12	Gampaha	LG-12019	Biyagama PS	19	
LK-12	Gampaha	LG-12019	Biyagama PS	20	
LK-12	Gampaha	LG-12019	Biyagama PS	21	
LK-12	Gampaha	LG-12019	Biyagama PS	22	
LK-12	Gampaha	LG-12019	Biyagama PS	23	
LK-12	Gampaha	LG-12019	Biyagama PS	24	
LK-12	Gampaha	LG-12019	Biyagama PS	25	
LK-12	Gampaha	LG-12019	Biyagama PS	26	
LK-12	Gampaha	LG-12019	Biyagama PS	27	
LK-12	Gampaha	LG-12019	Biyagama PS	28	
LK-12	Gampaha	LG-12019	Biyagama PS	29	
LK-12	Gampaha	LG-12019	Biyagama PS	30	
LK-12	Gampaha	LG-12019	Biyagama PS	31	
LK-12	Gampaha	LG-12019	Biyagama PS	32	
LK-13	Kalutara	LG-13001	Panadura PS	1	
LK-13	Kalutara	LG-13001	Panadura PS	2	
LK-13	Kalutara	LG-13001	Panadura PS	3	
LK-13	Kalutara	LG-13001	Panadura PS	4	
LK-13	Kalutara	LG-13001	Panadura PS	5	
LK-13	Kalutara	LG-13001	Panadura PS	6	
LK-13	Kalutara	LG-13001	Panadura PS	7	
LK-13	Kalutara	LG-13001	Panadura PS	8	
LK-13	Kalutara	LG-13001	Panadura PS	9	
LK-13	Kalutara	LG-13001	Panadura PS	10	
LK-13	Kalutara	LG-13001	Panadura PS	11	
LK-13	Kalutara	LG-13001	Panadura PS	12	
LK-13	Kalutara	LG-13001	Panadura PS	13	
LK-13	Kalutara	LG-13001	Panadura PS	14	
LK-13	Kalutara	LG-13001	Panadura PS	15	
LK-13	Kalutara	LG-13001	Panadura PS	16	
LK-13	Kalutara	LG-13001	Panadura PS	17	
LK-13	Kalutara	LG-13001	Panadura PS	18	
LK-13	Kalutara	LG-13001	Panadura PS	19	
LK-13	Kalutara	LG-13001	Panadura PS	20	
LK-13	Kalutara	LG-13001	Panadura PS	21	
LK-13	Kalutara	LG-13001	Panadura PS	22	
LK-13	Kalutara	LG-13001	Panadura PS	23	
LK-13	Kalutara	LG-13001	Panadura PS	24	
LK-13	Kalutara	LG-13001	Panadura PS	25	
LK-13	Kalutara	LG-13001	Panadura PS	26	
LK-13	Kalutara	LG-13002	Panadura UC	1	
LK-13	Kalutara	LG-13002	Panadura UC	2	
LK-13	Kalutara	LG-13002	Panadura UC	3	
LK-13	Kalutara	LG-13002	Panadura UC	4	
LK-13	Kalutara	LG-13002	Panadura UC	5	
LK-13	Kalutara	LG-13002	Panadura UC	6	
LK-13	Kalutara	LG-13002	Panadura UC	7	
LK-13	Kalutara	LG-13002	Panadura UC	8	
LK-13	Kalutara	LG-13002	Panadura UC	9	
LK-13	Kalutara	LG-13002	Panadura UC	10	
LK-13	Kalutara	LG-13003	Bandaragama PS	1	
LK-13	Kalutara	LG-13003	Bandaragama PS	2	
LK-13	Kalutara	LG-13003	Bandaragama PS	3	
LK-13	Kalutara	LG-13003	Bandaragama PS	4	
LK-13	Kalutara	LG-13003	Bandaragama PS	5	
LK-13	Kalutara	LG-13003	Bandaragama PS	6	
LK-13	Kalutara	LG-13003	Bandaragama PS	7	
LK-13	Kalutara	LG-13003	Bandaragama PS	8	
LK-13	Kalutara	LG-13003	Bandaragama PS	9	
LK-13	Kalutara	LG-13003	Bandaragama PS	10	
LK-13	Kalutara	LG-13003	Bandaragama PS	11	
LK-13	Kalutara	LG-13003	Bandaragama PS	12	
LK-13	Kalutara	LG-13003	Bandaragama PS	13	
LK-13	Kalutara	LG-13003	Bandaragama PS	14	
LK-13	Kalutara	LG-13003	Bandaragama PS	15	
LK-13	Kalutara	LG-13003	Bandaragama PS	16	
LK-13	Kalutara	LG-13003	Bandaragama PS	17	
LK-13	Kalutara	LG-13003	Bandaragama PS	18	
LK-13	Kalutara	LG-13003	Bandaragama PS	19	
LK-13	Kalutara	LG-13003	Bandaragama PS	20	
LK-13	Kalutara	LG-13004	Horana PS	1	
LK-13	Kalutara	LG-13004	Horana PS	2	
LK-13	Kalutara	LG-13004	Horana PS	3	
LK-13	Kalutara	LG-13004	Horana PS	4	
LK-13	Kalutara	LG-13004	Horana PS	5	
LK-13	Kalutara	LG-13004	Horana PS	6	
LK-13	Kalutara	LG-13004	Horana PS	7	
LK-13	Kalutara	LG-13004	Horana PS	8	
LK-13	Kalutara	LG-13004	Horana PS	9	
LK-13	Kalutara	LG-13004	Horana PS	10	
LK-13	Kalutara	LG-13004	Horana PS	11	
LK-13	Kalutara	LG-13004	Horana PS	12	
LK-13	Kalutara	LG-13004	Horana PS	13	
LK-13	Kalutara	LG-13004	Horana PS	14	
LK-13	Kalutara	LG-13004	Horana PS	15	
LK-13	Kalutara	LG-13004	Horana PS	16	
LK-13	Kalutara	LG-13004	Horana PS	17	
LK-13	Kalutara	LG-13004	Horana PS	18	
LK-13	Kalutara	LG-13004	Horana PS	19	
LK-13	Kalutara	LG-13004	Horana PS	20	
LK-13	Kalutara	LG-13004	Horana PS	21	
LK-13	Kalutara	LG-13004	Horana PS	22	
LK-13	Kalutara	LG-13004	Horana PS	23	
LK-13	Kalutara	LG-13004	Horana PS	24	
LK-13	Kalutara	LG-13004	Horana PS	25	
LK-13	Kalutara	LG-13004	Horana PS	26	
LK-13	Kalutara	LG-13004	Horana PS	27	
LK-13	Kalutara	LG-13004	Horana PS	28	
LK-13	Kalutara	LG-13004	Horana PS	29	
LK-13	Kalutara	LG-13005	Horana UC	1	
LK-13	Kalutara	LG-13005	Horana UC	2	
LK-13	Kalutara	LG-13005	Horana UC	3	
LK-13	Kalutara	LG-13005	Horana UC	4	
LK-13	Kalutara	LG-13005	Horana UC	5	
LK-13	Kalutara	LG-13005	Horana UC	6	
LK-13	Kalutara	LG-13005	Horana UC	7	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	1	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	2	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	3	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	4	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	5	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	6	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	7	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	8	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	9	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	10	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	11	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	12	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	13	
LK-13	Kalutara	LG-13006	Bulathsinhala PS	14	
LK-13	Kalutara	LG-13007	Madurawala PS	1	
LK-13	Kalutara	LG-13007	Madurawala PS	2	
LK-13	Kalutara	LG-13007	Madurawala PS	3	
LK-13	Kalutara	LG-13007	Madurawala PS	4	
LK-13	Kalutara	LG-13007	Madurawala PS	5	
LK-13	Kalutara	LG-13007	Madurawala PS	6	
LK-13	Kalutara	LG-13007	Madurawala PS	7	
LK-13	Kalutara	LG-13007	Madurawala PS	8	
LK-13	Kalutara	LG-13007	Madurawala PS	9	
LK-13	Kalutara	LG-13008	Millaniya PS	1	
LK-13	Kalutara	LG-13008	Millaniya PS	2	
LK-13	Kalutara	LG-13008	Millaniya PS	3	
LK-13	Kalutara	LG-13008	Millaniya PS	4	
LK-13	Kalutara	LG-13008	Millaniya PS	5	
LK-13	Kalutara	LG-13008	Millaniya PS	6	
LK-13	Kalutara	LG-13008	Millaniya PS	7	
LK-13	Kalutara	LG-13008	Millaniya PS	8	
LK-13	Kalutara	LG-13008	Millaniya PS	9	
LK-13	Kalutara	LG-13008	Millaniya PS	10	
LK-13	Kalutara	LG-13008	Millaniya PS	11	
LK-13	Kalutara	LG-13008	Millaniya PS	12	
LK-13	Kalutara	LG-13009	Kalutara PS	1	
LK-13	Kalutara	LG-13009	Kalutara PS	2	
LK-13	Kalutara	LG-13009	Kalutara PS	3	
LK-13	Kalutara	LG-13009	Kalutara PS	4	
LK-13	Kalutara	LG-13009	Kalutara PS	5	
LK-13	Kalutara	LG-13009	Kalutara PS	6	
