lg_id	lg_name	n_members	ward_name	ward_num
LG-21009	Minipe PS	1	Udattawa	1
LG-21009	Minipe PS	1	Himbutuwa	2
LG-21009	Minipe PS	1	Kolongoda	3
LG-21009	Minipe PS	1	Udawela	4
LG-21009	Minipe PS	1	Ulpathagama	5
LG-21009	Minipe PS	1	Mahayaya	6
LG-21009	Minipe PS	1	Hasalaka	7
LG-21009	Minipe PS	1	Mahaassadduma	8
LG-21009	Minipe PS	1	Pallewatta	9
LG-21009	Minipe PS	1	Morayaya	10
LG-21009	Minipe PS	1	Handaganawa	11
LG-21009	Minipe PS	1	Ambagahapelessa	12
LG-21009	Minipe PS	1	Minipe	13
LG-21010	Medadumbara PS	1	Galabadawatta	1
LG-21010	Medadumbara PS	1	Rangala	2
LG-21010	Medadumbara PS	1	Makuldeniya	3
LG-21010	Medadumbara PS	1	Werapitiya	4
LG-21010	Medadumbara PS	1	Putuhapuwa	5
LG-21010	Medadumbara PS	1	Watapana	6
LG-21010	Medadumbara PS	1	Ellepola	7
LG-21010	Medadumbara PS	1	Karalliyadda	8
LG-21010	Medadumbara PS	1	Rambukwella	9
LG-21010	Medadumbara PS	1	Amupitiya	10
LG-21010	Medadumbara PS	1	Udispattuwa	11
LG-21010	Medadumbara PS	1	Poddalgoda	12
LG-21010	Medadumbara PS	1	Retiyagama	13
LG-21010	Medadumbara PS	1	Rambukpotha	14
LG-21010	Medadumbara PS	1	Medamahanuwara	15
LG-21010	Medadumbara PS	1	Wegala	16
LG-21010	Medadumbara PS	1	Senarathwela	17
LG-21010	Medadumbara PS	1	Ambale	18
LG-21010	Medadumbara PS	1	Wendaruwa	19
LG-21011	Kundasale PS	1	Galpihilla	1
LG-21011	Kundasale PS	1	Naranpanawa	2
LG-21011	Kundasale PS	1	Maluwegama	3
LG-21011	Kundasale PS	1	Deliwalathenna	4
LG-21011	Kundasale PS	1	Udagama	5
LG-21011	Kundasale PS	1	Hurikaduwa	6
LG-21011	Kundasale PS	1	Manikhinna	7
LG-21011	Kundasale PS	1	Malpana	8
LG-21011	Kundasale PS	1	Kumbukkandura	9
LG-21011	Kundasale PS	1	Rajawella	10
LG-21011	Kundasale PS	1	Wijaya Sri Gama	11
LG-21011	Kundasale PS	1	Ambakote	12
LG-21011	Kundasale PS	1	Balagolla	13
LG-21011	Kundasale PS	1	Kengalla	14
LG-21011	Kundasale PS	2	Kundasale South Nithulethenna	15
LG-21011	Kundasale PS	1	Dambarawa	16
LG-21011	Kundasale PS	1	Amunugama	17
LG-21011	Kundasale PS	1	Gunnepana	18
LG-21011	Kundasale PS	1	Gabadagama	19
LG-21011	Kundasale PS	1	Sirimalwatta	20
LG-21011	Kundasale PS	1	Degaldoruwa	21
LG-21011	Kundasale PS	1	Mahawatta	22
LG-21011	Kundasale PS	1	Galmaduwa	23
LG-21011	Kundasale PS	1	Kundasale North	24
LG-21018	Pathahewaheta PS	1	Uduwela	1
LG-21018	Pathahewaheta PS	1	Monarangala	2
LG-21018	Pathahewaheta PS	1	Uduwela Pallegama	3
LG-21018	Pathahewaheta PS	1	Hippola	4
LG-21018	Pathahewaheta PS	1	Bootawatta	5
LG-21018	Pathahewaheta PS	1	Kapuliyadda	6
LG-21018	Pathahewaheta PS	1	Mailapitiya	7
LG-21018	Pathahewaheta PS	1	Bolepa	8
LG-21018	Pathahewaheta PS	1	Ankelipitiya	9
LG-21018	Pathahewaheta PS	1	Ethulgama	10
LG-21018	Pathahewaheta PS	1	Ratemulla	11
LG-21018	Pathahewaheta PS	1	Perawatta	12
LG-21018	Pathahewaheta PS	1	Nugaliyedda	13
LG-21018	Pathahewaheta PS	1	Medagama	14
LG-21018	Pathahewaheta PS	1	Marassana	15
LG-21018	Pathahewaheta PS	1	Hewavissa	16
LG-21018	Pathahewaheta PS	1	Bopitiya	17
LG-21018	Pathahewaheta PS	1	Maussawa	18
LG-21018	Pathahewaheta PS	2	Udadelthota	19
LG-21018	Pathahewaheta PS	1	Delthota	20
LG-21018	Pathahewaheta PS	1	Pattiyagama	21
LG-21018	Pathahewaheta PS	1	Kolambissa	22
LG-21018	Pathahewaheta PS	2	Gabadama-Karagaskada	23
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Godagandeniya	1
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Peradeniya	2
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Mahakanda	3
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Ogastawatta	4
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Bowala	5
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Hanthana	6
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Ampitiya Udagama	7
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Thennekumbura	8
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Wewathenna	9
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Ulpathakumbura	10
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Ketawala Lewla	11
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Gurudeniya East	12
LG-21012	Kandy Four Gravets & Gangawata Korale PS	1	Maligathenna	13
LG-21014	Yatinuwara PS	1	Kobbekaduwa	1
LG-21014	Yatinuwara PS	1	Yahalathenna	2
LG-21014	Yatinuwara PS	1	Muruthalawa	3
LG-21014	Yatinuwara PS	1	Dehianga	4
LG-21014	Yatinuwara PS	1	Dodamwala	5
LG-21014	Yatinuwara PS	1	Udawela	6
LG-21014	Yatinuwara PS	1	Walgampaya	7
LG-21014	Yatinuwara PS	1	Kotaligoda	8
LG-21014	Yatinuwara PS	1	Menikdiwela	9
LG-21014	Yatinuwara PS	1	Alagalla	10
LG-21014	Yatinuwara PS	1	Godigamuwa	11
LG-21014	Yatinuwara PS	1	Balana	12
LG-21014	Yatinuwara PS	1	Amunupura	13
LG-21014	Yatinuwara PS	1	Maligathenna	14
LG-21014	Yatinuwara PS	1	Haliyadda	15
LG-21014	Yatinuwara PS	1	Danthure	16
LG-21014	Yatinuwara PS	1	Arambegama	17
LG-21014	Yatinuwara PS	1	Giragama	18
LG-21014	Yatinuwara PS	1	Sooriyagoda	19
LG-21014	Yatinuwara PS	1	Gannoruwa	20
LG-21014	Yatinuwara PS	1	Iriyagama	21
LG-21014	Yatinuwara PS	1	Dehideniya	22
LG-21014	Yatinuwara PS	1	Pilapitiya	23
LG-21014	Yatinuwara PS	1	Edanduwawa	24
LG-21014	Yatinuwara PS	1	Bulumulla	25
LG-21014	Yatinuwara PS	1	Embilmeegama	26
LG-21016	Udunuwara PS	1	Langamuwa	1
LG-21016	Udunuwara PS	1	Kurakuttala	2
LG-21016	Udunuwara PS	1	Hiddavulla	3
LG-21016	Udunuwara PS	1	Gadaladeniya	4
LG-21016	Udunuwara PS	1	Gangoda	5
LG-21016	Udunuwara PS	1	Lankathilaka	6
LG-21016	Udunuwara PS	1	Alapalawala	7
LG-21016	Udunuwara PS	1	Hendeniya	8
LG-21016	Udunuwara PS	1	Penideniya	9
LG-21016	Udunuwara PS	1	Piligalla	10
LG-21016	Udunuwara PS	1	Aranthana	11
LG-21016	Udunuwara PS	1	Davulagala	12
LG-21016	Udunuwara PS	1	Embekke	13
LG-21016	Udunuwara PS	1	Walagedara	14
LG-21016	Udunuwara PS	1	Manikkawa	15
LG-21016	Udunuwara PS	1	Welamboda	16
LG-21016	Udunuwara PS	1	Appallagoda	17
LG-21016	Udunuwara PS	1	Ganhatha	18
LG-21016	Udunuwara PS	1	Ketakumbura	19
LG-21016	Udunuwara PS	1	Pethiyagoda	20
LG-21016	Udunuwara PS	1	Gelioya	21
LG-21016	Udunuwara PS	1	Weligalla	22
LG-21016	Udunuwara PS	1	Thalawathura	23
LG-21017	Udapalatha PS	1	Egodakalugamuwa	1
LG-21017	Udapalatha PS	1	Ganegoda	2
LG-21017	Udapalatha PS	1	Nillamba	3
LG-21017	Udapalatha PS	1	Palledelthota	4
LG-21017	Udapalatha PS	1	Doluwa	5
LG-21017	Udapalatha PS	1	Hapugaspitiya	6
LG-21017	Udapalatha PS	1	Ilangawatta	7
LG-21017	Udapalatha PS	1	Gampolawatta	8
LG-21017	Udapalatha PS	1	Naranwita	9
LG-21017	Udapalatha PS	1	Kahawatta	10
LG-21017	Udapalatha PS	1	Gothatuwela	11
LG-21017	Udapalatha PS	1	Panvilathenna	12
LG-21017	Udapalatha PS	1	Masgolla	13
LG-21017	Udapalatha PS	1	Mulgama	14
LG-21017	Udapalatha PS	1	Pupuressa	15
LG-21017	Udapalatha PS	1	Dunukeulla	16
LG-21017	Udapalatha PS	1	Ihalagama	17
LG-21017	Udapalatha PS	1	Pallegama	18
LG-21017	Udapalatha PS	1	Amunupuraya	19
LG-21017	Udapalatha PS	1	Delpitiya	20
LG-21017	Udapalatha PS	1	Galatha	21
LG-21017	Udapalatha PS	1	Paradeka	22
LG-21017	Udapalatha PS	2	Pussellawa	23
LG-21017	Udapalatha PS	1	Doragala	24
LG-21017	Udapalatha PS	1	Mawathura	25
LG-21020	Ganga Ihala Korale PS	1	Galpaya	1
LG-21020	Ganga Ihala Korale PS	1	Wallahagoda	2
LG-21020	Ganga Ihala Korale PS	1	Gampolawela	3
LG-21020	Ganga Ihala Korale PS	1	Ethgala	4
LG-21020	Ganga Ihala Korale PS	1	Thembiligala	5
LG-21020	Ganga Ihala Korale PS	1	Ulapane	6
LG-21020	Ganga Ihala Korale PS	1	Pellapitiya	7
LG-21020	Ganga Ihala Korale PS	1	Kurunduwatta	8
LG-21020	Ganga Ihala Korale PS	1	Watakedeniya	9
LG-21020	Ganga Ihala Korale PS	1	Patithalawa	10
LG-21020	Ganga Ihala Korale PS	1	Dolosbage	11
LG-21020	Ganga Ihala Korale PS	1	Alugolla	12
LG-21020	Ganga Ihala Korale PS	1	Yatapana	13
LG-21021	Pasbage Korale PS	1	Warakawa	1
LG-21021	Pasbage Korale PS	1	Dandubediruppa	2
LG-21021	Pasbage Korale PS	1	Penithuduwa	3
LG-21021	Pasbage Korale PS	1	Rambukpitiya	4
LG-21021	Pasbage Korale PS	1	Balanthota	5
LG-21021	Pasbage Korale PS	1	Dekinda	6
LG-21021	Pasbage Korale PS	1	Weligampola	7
LG-21021	Pasbage Korale PS	2	Bawwagama	8
LG-21021	Pasbage Korale PS	1	Kadiyanlena	9
LG-21021	Pasbage Korale PS	1	Inguruoya	10
LG-21021	Pasbage Korale PS	1	Westhole	11
LG-22003	Dambulla MC	1	Bulagala	1
LG-22003	Dambulla MC	1	Pelwehera	2
LG-22003	Dambulla MC	1	Athuparayaya	3
LG-22003	Dambulla MC	1	Dambulugama	4
LG-22003	Dambulla MC	1	Saluapullanawewa	5
LG-22003	Dambulla MC	2	Dambulla Town	6
LG-22003	Dambulla MC	1	Pahalawewa	7
LG-22003	Dambulla MC	1	Rathmalgahaela	8
LG-22003	Dambulla MC	1	Yapagama	9
LG-22003	Dambulla MC	1	Pohoranwewa	10
LG-22003	Dambulla MC	1	Kapuwatta	11
LG-22003	Dambulla MC	1	Moragollewa	12
LG-22008	Matale MC	1	Aluviharaya Town	1
LG-22008	Matale MC	2	Kaludewala	2
LG-22008	Matale MC	1	Malwatta	3
LG-22008	Matale MC	1	Vihara Place	4
LG-22008	Matale MC	1	Central Town	5
LG-22008	Matale MC	2	Railway Station Place	6
LG-22008	Matale MC	1	Sanghamiththa Place	7
LG-22008	Matale MC	1	Hulangamuwa	8
LG-22008	Matale MC	1	Nagolla	9
LG-22008	Matale MC	1	Maligathenna	10
LG-22008	Matale MC	1	Kubiyangoda	11
LG-22005	Pallepola PS	1	Aluthgama	1
LG-22005	Pallepola PS	1	Janakagama	2
LG-22005	Pallepola PS	1	Millawana	3
LG-22005	Pallepola PS	1	Kandewatta	4
LG-22005	Pallepola PS	1	Ehelepola	5
LG-22005	Pallepola PS	1	Pallepola	6
LG-22005	Pallepola PS	1	Maningamuwa	7
LG-22005	Pallepola PS	1	Rusigama	8
LG-22005	Pallepola PS	1	Paldeniya	9
LG-22005	Pallepola PS	1	Koholanwela	10
LG-22001	Galewela PS	1	Dandubediruppa	1
LG-22001	Galewela PS	1	Thalakiriyagama	2
LG-22001	Galewela PS	1	Dewahuwa	3
LG-22001	Galewela PS	1	Bulanawewa	4
LG-22001	Galewela PS	1	Moragolla	5
LG-22001	Galewela PS	1	Damunumulla	6
LG-22001	Galewela PS	1	Walaswewa	7
LG-22001	Galewela PS	1	Galewela	8
LG-22001	Galewela PS	1	Bambaragaswewa	9
LG-22001	Galewela PS	1	Beligamuwa	10
LG-22001	Galewela PS	1	Diwulgaskotuwa	11
LG-22001	Galewela PS	1	Bambawa	12
LG-22001	Galewela PS	1	Nabadagahawatta	13
LG-22001	Galewela PS	1	Wahakotte	14
LG-22001	Galewela PS	1	Medabedda	15
LG-22001	Galewela PS	1	Elamalpotha	16
LG-22001	Galewela PS	1	Madipola	17
LG-22002	Dambulla PS	1	Inamaluwa	1
LG-22002	Dambulla PS	1	Digampathaha	2
LG-22002	Dambulla PS	1	Sigiriya	3
LG-22002	Dambulla PS	1	Mailaththewa	4
LG-22002	Dambulla PS	1	Palutawa	5
LG-22002	Dambulla PS	1	Pallegama	6
LG-22002	Dambulla PS	1	Kandalama	7
LG-22002	Dambulla PS	1	Nikawatawana	8
LG-22002	Dambulla PS	1	Wewalawewa	9
LG-22002	Dambulla PS	1	Erewula	10
LG-22002	Dambulla PS	1	Yakkuragala	11
LG-22002	Dambulla PS	1	Kalundewa	12
LG-22002	Dambulla PS	1	Pannampitiya	13
LG-22002	Dambulla PS	1	Kiralagolla	14
LG-22002	Dambulla PS	1	Ethabendiwewa	15
LG-22002	Dambulla PS	1	Lenadora	16
LG-22009	Ambanganga Korale PS	1	Imbulgolla	1
LG-22009	Ambanganga Korale PS	1	Kumbaloluwa	2
LG-22009	Ambanganga Korale PS	1	Gammaduwa	3
LG-22009	Ambanganga Korale PS	2	Pussella	4
LG-22009	Ambanganga Korale PS	1	Thibbatukanatha	5
LG-22009	Ambanganga Korale PS	1	Metihakka	6
LG-22009	Ambanganga Korale PS	1	Gurubebila	7
LG-22009	Ambanganga Korale PS	1	Pallethenna	8
LG-22009	Ambanganga Korale PS	1	Narangolla	9
LG-22004	Naula PS	1	Bibila	1
LG-22004	Naula PS	1	Bobella	2
LG-22004	Naula PS	1	Dambagolla	3
LG-22004	Naula PS	1	Kongahawela	4
LG-22004	Naula PS	1	Senagama	5
LG-22004	Naula PS	1	Arangala	6
LG-22004	Naula PS	1	Naula	7
LG-22004	Naula PS	1	Alugolla	8
LG-22004	Naula PS	1	Nalanda	9
LG-22004	Naula PS	1	Lihinipitiya	10
LG-22010	Laggala-Pallegama PS	1	Ma Oya	1
LG-22010	Laggala-Pallegama PS	1	Dewaladeniya	2
LG-22010	Laggala-Pallegama PS	1	Hattota Amuna	3
LG-22010	Laggala-Pallegama PS	1	Moratenna	4
LG-22010	Laggala-Pallegama PS	1	Ilukkumbura	5
LG-22010	Laggala-Pallegama PS	1	Akarahediya	6
LG-22010	Laggala-Pallegama PS	1	Guruwela	7
LG-22010	Laggala-Pallegama PS	1	Mahalakotuwa	8
LG-22010	Laggala-Pallegama PS	1	Halminiya	9
LG-22010	Laggala-Pallegama PS	1	Narangamuwa	10
LG-22011	Wilgamuwa PS	1	Handungamuwa	1
LG-22011	Wilgamuwa PS	1	Dunuwilapitiya	2
LG-22011	Wilgamuwa PS	1	Maraka	3
LG-22011	Wilgamuwa PS	1	Gemburuoya	4
LG-22011	Wilgamuwa PS	1	Malgammana	5
LG-22011	Wilgamuwa PS	1	Dewagiriya	6
LG-22011	Wilgamuwa PS	1	Hettipola	7
LG-22011	Wilgamuwa PS	1	Wanarawa	8
LG-22011	Wilgamuwa PS	1	Nugagolla	9
LG-22011	Wilgamuwa PS	1	Wilgamuwa	10
LG-22007	Matale PS	1	Madawala Ulpatha	1
LG-22007	Matale PS	1	Thalagasyaya	2
LG-22007	Matale PS	1	Rajjammana	3
LG-22007	Matale PS	1	Puwakpitiya	4
LG-22007	Matale PS	1	Galwadukumbura	5
LG-22007	Matale PS	1	Dombawela	6
LG-22007	Matale PS	1	Ellepola	7
LG-22007	Matale PS	1	Palapathwala	8
LG-22007	Matale PS	1	Kottegoda	9
LG-22007	Matale PS	2	Dorakumbura	10
LG-22007	Matale PS	1	Kirigalpoththa	11
LG-22007	Matale PS	1	Parawatta	12
LG-22007	Matale PS	2	Aluviharaya	13
LG-22007	Matale PS	1	Kandegedara	14
LG-22007	Matale PS	1	Pandiwita	15
LG-22007	Matale PS	1	Kotuwegedara	16
LG-22006	Yatawatta PS	1	Selagama	1
LG-22006	Yatawatta PS	1	Mahawela	2
LG-22006	Yatawatta PS	1	Dikkumbura	3
LG-22006	Yatawatta PS	1	Nikagolla	4
LG-22006	Yatawatta PS	1	Yatawatta	5
LG-22006	Yatawatta PS	1	Mathalapitiya	6
LG-22006	Yatawatta PS	1	Dangan Place	7
LG-22006	Yatawatta PS	1	Deevilla	8
LG-22006	Yatawatta PS	1	Dullewa	9
LG-22006	Yatawatta PS	1	Ethipola	10
LG-22013	Ukuwela PS	1	Makulemada	1
LG-22013	Ukuwela PS	1	Owilikanda	2
LG-22013	Ukuwela PS	1	Thenna	3
LG-22013	Ukuwela PS	1	Kalalpitiya	4
LG-22013	Ukuwela PS	1	Warakamura	5
LG-22013	Ukuwela PS	1	Elwala	6
LG-22013	Ukuwela PS	1	Wariyapola	7
LG-22013	Ukuwela PS	1	Nawarathnagoda	8
LG-22013	Ukuwela PS	1	Paragahawela	9
LG-22013	Ukuwela PS	1	Ukuwela	10
LG-22013	Ukuwela PS	1	Nagolla	11
LG-22013	Ukuwela PS	1	Nugapitiya	12
LG-22013	Ukuwela PS	1	Marukona	13
LG-22013	Ukuwela PS	1	Raithalawela	14
LG-22013	Ukuwela PS	1	Imbulpitiya	15
LG-22013	Ukuwela PS	1	Elkaduwa	16
LG-22012	Rattota PS	1	Kaikawela	1
LG-22012	Rattota PS	1	Raththota	2
LG-22012	Rattota PS	1	Longville	3
LG-22012	Rattota PS	1	Bodikotuwa	4
LG-22012	Rattota PS	1	Dankanda	5
LG-22012	Rattota PS	1	Bambarakiriella	6
LG-22012	Rattota PS	1	Alakolamada	7
LG-22012	Rattota PS	1	Bogambara	8
LG-22012	Rattota PS	1	Weragama	9
LG-22012	Rattota PS	1	Viharagama	10
LG-22012	Rattota PS	1	Bandarapola	11
LG-22012	Rattota PS	1	Muwandeniya	12
LG-22012	Rattota PS	1	Alwatta	13
LG-22012	Rattota PS	1	Kandenuwara	14
LG-22012	Rattota PS	1	Thambalagala	15
LG-23008	Nuwara Eliya MC	2	Bambarakele	1
LG-23008	Nuwara Eliya MC	2	Nuwara Eliya	2
LG-23008	Nuwara Eliya MC	1	Hawa Eliya (North)	3
LG-23008	Nuwara Eliya MC	1	Hawa Eliya (West)	4
LG-23008	Nuwara Eliya MC	2	Hawaeliya (East)	5
LG-23008	Nuwara Eliya MC	2	Nuwara Eliya (Central)	6
LG-23008	Nuwara Eliya MC	1	Kalukele	7
LG-23008	Nuwara Eliya MC	1	Sandathenna	8
LG-23008	Nuwara Eliya MC	1	Mahagasthota	9
LG-23011	Hatton - Dickoya UC	1	Wilfredpura	1
LG-23011	Hatton - Dickoya UC	2	Ariyagama	2
LG-23011	Hatton - Dickoya UC	1	Ponnagar	3
LG-23011	Hatton - Dickoya UC	2	Hatton	4
LG-23011	Hatton - Dickoya UC	2	Dunnbar	5
LG-23011	Hatton - Dickoya UC	1	Dickoya	6
LG-23007	Thalawakele-Lindula UC	1	Holyrood	1
LG-23007	Thalawakele-Lindula UC	1	Thalawakele	2
LG-23007	Thalawakele-Lindula UC	2	Thalawakele (South)	3
LG-23007	Thalawakele-Lindula UC	1	Bandaranayake	4
LG-23007	Thalawakele-Lindula UC	2	Lindula	5
LG-23010	Maskeliya PS	1	Maussakele	1
LG-23010	Maskeliya PS	1	Brownlaw	2
LG-23010	Maskeliya PS	1	Seethagangula	3
LG-23010	Maskeliya PS	1	Moray	4
LG-23010	Maskeliya PS	1	Brownswick	5
LG-23010	Maskeliya PS	1	Maskeliya	6
LG-23010	Maskeliya PS	1	Mahanelu	7
LG-23010	Maskeliya PS	1	Upcut	8
LG-23010	Maskeliya PS	1	Devakanda	9
LG-23010	Maskeliya PS	1	Dambethenna	10
LG-23012	Norwood PS	1	Samaravalley	1
LG-23012	Norwood PS	1	wanaraja	2
LG-23012	Norwood PS	1	Salankanda	3
LG-23012	Norwood PS	1	Nawaweligama	4
LG-23012	Norwood PS	1	Norwood	5
LG-23012	Norwood PS	1	Tenmaduri	6
LG-23012	Norwood PS	1	Lechchami Pahala	7
LG-23012	Norwood PS	1	Puliyawatta	8
LG-23012	Norwood PS	1	Lechchami Ihala	9
LG-23012	Norwood PS	1	Bogawana	10
LG-23012	Norwood PS	1	Loinan	11
LG-23012	Norwood PS	1	Bogawantalawa	12
LG-23009	Ambagamuwa PS	1	Sellipigama	1
LG-23009	Ambagamuwa PS	1	Rampadeniya	2
LG-23009	Ambagamuwa PS	1	Kalugala	3
LG-23009	Ambagamuwa PS	1	Polpitiya	4
LG-23009	Ambagamuwa PS	1	Jambutenna	5
LG-23009	Ambagamuwa PS	1	Kehelwarawa	6
LG-23009	Ambagamuwa PS	1	Lakshapana	7
LG-23009	Ambagamuwa PS	1	Vidulipura	8
LG-23009	Ambagamuwa PS	1	Ginigathena	9
LG-23009	Ambagamuwa PS	1	Watawala	10
LG-23009	Ambagamuwa PS	1	Rosella	11
LG-23009	Ambagamuwa PS	1	Ruwanpura	12
LG-23009	Ambagamuwa PS	1	Shanon	13
LG-23005	Agarapatana PS	1	Rahanwatta	1
LG-23005	Agarapatana PS	1	Nagasena	2
LG-23005	Agarapatana PS	1	Hollbrook	3
LG-23005	Agarapatana PS	1	Henfold	4
LG-23005	Agarapatana PS	1	Thangakele	5
LG-23005	Agarapatana PS	1	Diagama	6
LG-23005	Agarapatana PS	1	Waverly	7
LG-23005	Agarapatana PS	1	Agarapatana	8
LG-23005	Agarapatana PS	1	Elabedda	9
LG-23004	Kotagala PS	1	Greatwestern	1
LG-23004	Kotagala PS	1	Watagoda	2
LG-23004	Kotagala PS	1	Rathnagiriya	3
LG-23004	Kotagala PS	1	Coombewood	4
LG-23004	Kotagala PS	1	Devon	5
LG-23004	Kotagala PS	1	Dimbula	6
LG-23004	Kotagala PS	1	Bogahawatta	7
LG-23004	Kotagala PS	1	Kotagala	8
LG-23004	Kotagala PS	1	Kudaoya	9
LG-23004	Kotagala PS	1	Yulefield	10
LG-23006	Nuwara Eliya PS	1	Kandapola	1
LG-23006	Nuwara Eliya PS	1	Park	2
LG-23006	Nuwara Eliya PS	1	Galpalama	3
LG-23006	Nuwara Eliya PS	1	Peedru	4
LG-23006	Nuwara Eliya PS	1	Shanthipura	5
LG-23006	Nuwara Eliya PS	1	Nanu Oya	6
LG-23006	Nuwara Eliya PS	1	Magoda	7
LG-23006	Nuwara Eliya PS	1	Ruwan Eliya	8
LG-23006	Nuwara Eliya PS	1	Seetha Eliya	9
LG-23006	Nuwara Eliya PS	1	Meepilimana	10
LG-23006	Nuwara Eliya PS	1	Perakumpura	11
LG-23006	Nuwara Eliya PS	1	Kirimetiya	12
LG-23006	Nuwara Eliya PS	1	Walltrim	13
LG-23006	Nuwara Eliya PS	1	Ambewela	14
LG-23001	Kothmale PS	2	Raja Ela	1
LG-23001	Kothmale PS	1	Helboda	2
LG-23001	Kothmale PS	1	Frotop	3
LG-23001	Kothmale PS	1	Sangilipalama	4
LG-23001	Kothmale PS	1	Helsirigama	5
LG-23001	Kothmale PS	1	Maaswela	6
LG-23001	Kothmale PS	1	Kadadora	7
LG-23001	Kothmale PS	2	Mallanda	8
LG-23001	Kothmale PS	1	Ruwanpura	9
LG-23001	Kothmale PS	1	Hapugasthalawa	10
LG-23001	Kothmale PS	1	Harangala	11
LG-23001	Kothmale PS	1	Kalapitiya	12
LG-23001	Kothmale PS	1	Niyangandora	13
LG-23001	Kothmale PS	1	Ramboda	14
LG-23001	Kothmale PS	2	Labookele	15
LG-23001	Kothmale PS	1	Pundaluoya	16
LG-23001	Kothmale PS	2	Kadadorapitiya	17
LG-23001	Kothmale PS	1	Madakumbura	18
LG-23001	Kothmale PS	1	Maldeniya	19
LG-23001	Kothmale PS	1	Godamadiththa	20
LG-23001	Kothmale PS	1	Nawathispane	21
LG-23001	Kothmale PS	1	Ketabulawa	22
LG-23001	Kothmale PS	1	Queensberry	23
LG-23001	Kothmale PS	1	Rawanagoda	24
LG-23001	Kothmale PS	1	Medakumbura	25
LG-23001	Kothmale PS	1	Sheenwaththa	26
LG-23001	Kothmale PS	1	Dunsinane	27
LG-23001	Kothmale PS	1	Kudaoya	28
LG-23002	Hanguranketha PS	1	Adikarigama	1
LG-23002	Hanguranketha PS	1	Hakuruthale	2
LG-23002	Hanguranketha PS	1	Malulla	3
LG-23002	Hanguranketha PS	1	Sangarajagama	4
LG-23002	Hanguranketha PS	1	Hanguranketha	5
LG-23002	Hanguranketha PS	1	Unanthenna	6
LG-23002	Hanguranketha PS	1	Rikillagaskada	7
LG-23002	Hanguranketha PS	1	Madanwela	8
LG-23002	Hanguranketha PS	1	Udawaththa	9
LG-23002	Hanguranketha PS	1	Happawara	10
LG-23002	Hanguranketha PS	1	Makuruppa	11
LG-23002	Hanguranketha PS	1	Udalumada	12
LG-23002	Hanguranketha PS	1	Poramadulla	13
LG-23002	Hanguranketha PS	1	Gannewa	14
LG-23002	Hanguranketha PS	1	Karamidula	15
LG-23002	Hanguranketha PS	1	Rahathungoda	16
LG-23002	Hanguranketha PS	1	Dehipe	17
LG-23002	Hanguranketha PS	1	Idampitiya	18
LG-23002	Hanguranketha PS	1	Muloya	19
LG-23002	Hanguranketha PS	1	Hopewaththa	20
LG-23002	Hanguranketha PS	1	Elamulla	21
LG-23002	Hanguranketha PS	1	Mathurata	22
LG-23002	Hanguranketha PS	1	Gonapitiya	23
LG-23002	Hanguranketha PS	1	Mandaramnuwara	24
LG-23003	Walapone PS	1	Pannala	1
LG-23003	Walapone PS	1	Theripehe	2
LG-23003	Walapone PS	1	Udamadura North	3
LG-23003	Walapone PS	1	Kalaganwatta	4
LG-23003	Walapone PS	1	Thibbatugoda	5
LG-23003	Walapone PS	1	Kumbalgamuwa	6
LG-23003	Walapone PS	1	Liyanwala	7
LG-23003	Walapone PS	1	Landupita	8
LG-23003	Walapone PS	1	Padiyapelella	9
LG-23003	Walapone PS	1	Kurunduoya	10
LG-23003	Walapone PS	2	Highforest	11
LG-23003	Walapone PS	1	Walapane	12
LG-23003	Walapone PS	1	Mahauvawaththa	13
LG-23003	Walapone PS	1	Nildandahinna	14
LG-23003	Walapone PS	1	Udamadura	15
LG-23003	Walapone PS	1	Yatimadura	16
LG-23003	Walapone PS	1	Madulla	17
LG-23003	Walapone PS	1	Ambaliyadda	18
LG-23003	Walapone PS	1	Kotambe	19
LG-23003	Walapone PS	2	Harasbedda	20
LG-23003	Walapone PS	2	Brookside	21
LG-23003	Walapone PS	1	Ragala	22
LG-23003	Walapone PS	2	Senarathpura	23
LG-23003	Walapone PS	1	Kurupanawela	24
LG-23003	Walapone PS	2	Udupussallawa	25
LG-23003	Walapone PS	1	Delmar	26
LG-23003	Walapone PS	1	St. Leonard	27
LG-23003	Walapone PS	1	Ekangapura	28
LG-31016	Galle MC	1	Gintota	1
LG-31016	Galle MC	1	Dadella	2
LG-31016	Galle MC	1	Boppe	3
LG-31016	Galle MC	1	Kumbelwella	4
LG-31016	Galle MC	1	Madewelamulla	5
LG-31016	Galle MC	1	Deddugoda	6
LG-31016	Galle MC	1	Maitipe	7
LG-31016	Galle MC	1	Dangedara	8
